Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr,means,dispersions,dispersions_norm,highly_variable
ZNF132,ENSG00000131849,19,58440153,58432814,-,-0.042,2.033073,7.214556,1.6819601841175558,True
SLC27A5,ENSG00000083807,19,58512413,58479512,-,-0.0085,2.400219,6.9370327,1.1256489128361535,True
HCN2,ENSG00000099822,19,617159,589881,+,-0.0312,0.1663531,4.5521784,0.976103800491439,True
ARHGAP45,ENSG00000180448,19,1086628,1065923,+,-0.2153,5.8664975,7.721758,1.0038332130969831,True
STK11,ENSG00000118046,19,1228435,1177558,+,-0.0184,2.2500527,7.3554473,1.581695391528256,True
DOT1L,ENSG00000104885,19,2232578,2163933,+,-0.0082,2.4436097,7.1403837,1.3472891677141354,True
SPPL2B,ENSG00000005206,19,2355095,2328615,+,-0.1143,4.008462,7.1606317,1.0697206933247025,True
TMPRSS9,ENSG00000178297,19,2426239,2360238,+,-0.0319,0.23223312,4.806935,1.1819050895952388,True
ZNF554,ENSG00000172006,19,2836735,2819868,+,0.023,0.9117833,5.819907,1.0639627441108581,True
AC006130.3,ENSG00000287766,19,2864428,2862270,+,-0.0491,0.6214491,6.112555,1.3930688234385793,True
FZR1,ENSG00000105325,19,3538330,3506273,+,-0.0428,3.7147443,7.346127,1.3191436011564714,True
TJP3,ENSG00000105289,19,3750813,3708362,+,-0.0439,1.9091779,7.2656507,1.7365299019323908,True
ANKRD24,ENSG00000089847,19,4224814,4183354,+,0.0512,0.48353085,4.7902055,1.1683905238721441,True
KDM4B,ENSG00000127663,19,5153598,4969113,+,-0.0581,3.5626168,7.6037297,1.665524268960478,True
VAV1,ENSG00000141968,19,6857366,6772708,+,-0.0541,4.6400485,7.5826235,1.2875772270870796,True
AC119396.1,ENSG00000263264,19,7383385,7348943,+,-0.0948,3.7514346,7.1339912,1.0338991545607232,True
PNPLA6,ENSG00000032444,19,7561764,7534004,+,-0.0967,4.016353,7.3480663,1.3217512404224883,True
PDE4A,ENSG00000065989,19,10469630,10416773,+,-0.0354,3.279107,7.357938,1.423642544872847,True
ZNF627,ENSG00000198551,19,11619161,11559374,+,-0.0878,2.8356624,7.135537,1.35256930848071,True
ZNF441,ENSG00000197044,19,11784078,11767000,+,-0.0806,2.859572,7.494522,1.7846062013801163,True
ZNF440,ENSG00000171295,19,11835216,11814273,+,-0.0593,2.457837,7.3218293,1.54505384359292,True
ZNF136,ENSG00000196646,19,12189871,12163064,+,-0.0859,3.470219,7.3845415,1.4570153309151204,True
CCDC130,ENSG00000104957,19,13763296,13731760,+,-0.1695,5.032682,7.3641872,1.0054275300708146,True
CC2D1A,ENSG00000132024,19,13930879,13906201,+,-0.0315,3.0497096,6.8854165,1.0515501573683343,True
IL27RA,ENSG00000104998,19,14053218,14031762,+,-0.1248,4.567285,7.6927104,1.6008999153356722,True
ZNF333,ENSG00000160961,19,14733746,14689801,+,-0.085,2.775007,7.0888357,1.2963643299186032,True
NIBAN3,ENSG00000167483,19,17553839,17523301,+,-0.2166,4.8423147,7.8898106,1.6843645971736212,True
COLGALT1,ENSG00000130309,19,17583162,17555649,+,-0.1766,4.9398165,7.4655905,1.1364080499381015,True
FCHO1,ENSG00000130475,19,17788568,17747718,+,-0.1374,4.312875,7.4339986,1.2605572391852207,True
ARRDC2,ENSG00000105643,19,18014102,18001132,+,-0.174,4.493603,7.81952,1.7677215103591994,True
MAST3,ENSG00000099308,19,18151692,18097793,+,-0.117,3.7928982,7.2782893,1.2279268792928928,True
MAU2,ENSG00000129933,19,19358754,19320829,+,-0.1127,4.7014093,7.618282,1.3336364125218885,True
ZNF66,ENSG00000160229,19,20809995,20776304,+,-0.0692,2.773441,7.2707815,1.5153353454381657,True
ZNF492,ENSG00000229676,19,22667671,22634324,+,-0.0423,0.313915,5.056808,1.383761484514504,True
FAAP24,ENSG00000131944,19,32978229,32972209,+,-0.0291,2.0860052,7.099949,1.3032176522703094,True
ZNF30,ENSG00000168661,19,34945170,34926903,+,-0.0031,2.6948037,7.3425336,1.601688665319042,True
CD22,ENSG00000012124,19,35347361,35319261,+,-0.2202,4.874285,7.6052575,1.316813147374774,True
WDR62,ENSG00000075702,19,36105108,36054881,+,0.0346,2.7954226,7.125926,1.3410023537339484,True
OVOL3,ENSG00000105261,19,36113711,36111151,+,0.0536,0.3121627,4.630374,1.0392729546300448,True
ZNF382,ENSG00000161298,19,36634114,36604817,+,-0.0399,1.4211606,7.1830444,1.9998484697029346,True
ZNF568,ENSG00000198453,19,36998700,36916329,+,-0.0837,2.723256,6.8120093,0.9632049293744392,True
SIPA1L3,ENSG00000105738,19,38208369,37907208,+,-0.0231,3.1372483,7.046865,1.0334198550241254,True
CATSPERG,ENSG00000099338,19,38370943,38335775,+,-0.0393,1.7272797,7.5386786,2.028127744233922,True
MED29,ENSG00000063322,19,39400641,39391303,+,-0.0559,4.88632,7.343084,0.9781687160700882,True
PLEKHG2,ENSG00000090924,19,39428415,39412669,+,-0.0276,1.9487685,6.5588155,0.9816193527610168,True
ZNF546,ENSG00000187187,19,40021038,39984134,+,-0.0653,1.7616218,6.5299115,0.9507494936337498,True
LTBP4,ENSG00000090006,19,40629818,40592883,+,-0.0719,3.882999,7.496183,1.5209134562395519,True
ITPKC,ENSG00000086544,19,40740860,40717112,+,-0.0418,2.35781,8.28134,2.5908617891242853,True
ZNF574,ENSG00000105732,19,42081552,42068477,+,-0.0978,4.6867304,8.08763,1.939884335491027,True
ZNF526,ENSG00000167625,19,42228201,42220312,+,-0.0134,3.466889,7.1910443,1.2142844202746645,True
ZNF283,ENSG00000167637,19,43852017,43827321,+,-0.0637,1.3562205,6.5536942,1.315292212392932,True
ZNF234,ENSG00000263002,19,44160313,44141554,+,-0.07,3.127198,7.324897,1.3821945399538402,True
ZNF226,ENSG00000167380,19,44178381,44165073,+,-0.1245,3.8276904,7.291069,1.2451108822357306,True
RELB,ENSG00000104856,19,45038198,45001449,+,-0.0441,3.4481838,7.184827,1.2064849551684629,True
ARHGAP35,ENSG00000160007,19,47005077,46860997,+,-0.0209,2.0095549,6.618599,1.045468973126615,True
CCDC9,ENSG00000105321,19,47273701,47255980,+,-0.0338,2.4675548,6.9268456,1.1145455394553911,True
DHX34,ENSG00000134815,19,47382704,47349315,+,-0.0797,3.758021,7.9293356,2.103344144692805,True
KCNJ14,ENSG00000182324,19,48466980,48455509,+,0.0239,0.6696761,5.8858733,1.138146972799308,True
NR1H2,ENSG00000131408,19,50383388,50329653,+,-0.2092,5.558074,7.4825535,0.9791902555662547,True
EMC10,ENSG00000161671,19,50490870,50476400,+,-0.0885,3.3961914,7.227942,1.2605703785473763,True
ZNF613,ENSG00000176024,19,51948759,51927147,+,-0.038,2.3909984,7.0415897,1.239609729534644,True
ZNF808,ENSG00000198482,19,52564464,52527652,+,-0.0441,2.2183387,6.8018856,0.9783467925838965,True
ZNF701,ENSG00000167562,19,52587174,52555457,+,-0.0728,2.2707293,7.1926064,1.4042087684109956,True
ZNF845,ENSG00000213799,19,53356906,53333749,+,-0.0624,2.8386066,7.0028133,1.1928367564801594,True
ZNF331,ENSG00000130844,19,53580269,53519527,+,-0.1678,4.417481,7.384292,1.195166992893994,True
TSEN34,ENSG00000170892,19,54194536,54189938,+,-0.0557,3.791421,7.0723853,0.9510618862421597,True
ZNF470,ENSG00000197016,19,56588911,56567468,+,-0.0747,1.9083953,7.046604,1.5025848929128394,True
ZNF460,ENSG00000197714,19,57294069,57280051,+,-0.062,3.784138,7.7266655,1.8308275680428903,True
ZNF543,ENSG00000178229,19,57330770,57320472,+,-0.0902,3.6719093,7.6535115,1.7324624394478578,True
ZNF304,ENSG00000131845,19,57359898,57351307,+,-0.0596,2.9946866,7.9224505,2.2996163107937373,True
ZIK1,ENSG00000171649,19,57593890,57578456,+,-0.0904,3.6405292,7.756453,1.8708808302284856,True
ZNF134,ENSG00000213762,19,57624724,57614233,+,-0.0461,3.224736,7.2142067,1.2433402541218728,True
ZNF211,ENSG00000121417,19,57644041,57630395,+,-0.1391,4.2471123,7.425615,1.2495281788228683,True
ZNF135,ENSG00000176293,19,58086310,58059239,+,-0.0436,0.6988268,6.272819,1.5732986243922418,True
ZNF274,ENSG00000171606,19,58213562,58183029,+,-0.1734,4.7554297,7.596635,1.3056754486248556,True
ZSCAN22,ENSG00000182318,19,58342332,58326994,+,-0.0155,2.4945984,7.4574127,1.6928315108702379,True
AC012313.6,ENSG00000269054,19,58367593,58362583,+,-0.0448,2.0090466,8.10806,2.6362353481145444,True
ZNF584,ENSG00000171574,19,58418327,58401504,+,0.0224,2.8080852,7.1021967,1.312444210450666,True
AC012313.4,ENSG00000268543,19,58419310,58418560,+,-0.0286,0.2210993,4.846552,1.2139091559494708,True
ZNF324,ENSG00000083812,19,58475436,58467045,+,-0.0667,3.4880157,8.258913,2.5538633384763587,True
LINC01814,ENSG00000236008,2,8592903,8461703,-,-0.0394,0.8469795,6.5486164,1.8834549905229174,True
KIDINS220,ENSG00000134313,2,8837630,8721081,-,-0.1295,4.210071,7.370668,1.1772439856892885,True
AC008073.1,ENSG00000223754,2,24201698,24199839,-,-0.028,0.4070758,5.3736086,1.6396842316512015,True
ADCY3,ENSG00000138031,2,24919839,24819169,-,-0.0559,2.6107357,7.177824,1.4034613843316877,True
SLC5A6,ENSG00000138074,2,27212958,27199587,-,-0.0046,4.7207217,7.4601097,1.1293286544046413,True
UCN,ENSG00000163794,2,27308445,27307400,-,-0.0767,2.646433,7.396157,1.6662239631460818,True
IFT172,ENSG00000138002,2,27489789,27444377,-,-0.0436,2.7454267,7.0307617,1.226472515143445,True
CAPN14,ENSG00000214711,2,31233858,31173056,-,-0.0425,1.8234793,7.414027,1.894998166498073,True
NLRC4,ENSG00000091106,2,32265732,32224453,-,-0.0444,0.3099079,5.092373,1.4124920706636608,True
DHX57,ENSG00000163214,2,38875934,38797729,-,-0.0871,3.2895477,7.195016,1.2192665312394282,True
FTOP1,ENSG00000226491,2,42798712,42797225,-,-0.0571,1.1655453,6.550177,1.3114665399804415,True
LINC02580,ENSG00000230587,2,43132482,43092530,-,-0.0196,0.34943208,4.516218,0.9470538786056374,True
AC007381.1,ENSG00000228590,2,60439828,60336446,-,-0.0439,1.9578893,7.343273,1.8194317906728434,True
WDPCP,ENSG00000143951,2,63827843,63119559,-,-0.0806,2.92071,7.7584987,2.1023009116823803,True
LINC01800,ENSG00000234572,2,64863626,64846130,-,-0.0493,0.6008278,5.7212696,0.95303683510315,True
ADD2,ENSG00000075340,2,70768225,70607618,-,-0.0853,2.4125597,7.3034143,1.5249826407942086,True
PAIP2B,ENSG00000124374,2,71227103,71182738,-,-0.1076,2.8217378,7.0857434,1.2926427729860397,True
SFXN5,ENSG00000144040,2,73075619,72942036,-,-0.0109,2.693315,7.606112,1.9189041928859647,True
M1AP,ENSG00000159374,2,74648338,74557883,-,0.0384,0.30017275,5.2119327,1.5090766857753963,True
TRABD2A,ENSG00000186854,2,84907008,84821650,-,-0.0406,1.8619814,7.522211,2.0105401339501663,True
IGKV1-5,ENSG00000243466,2,88947957,88947301,-,0.028,7.9161286,11.469361,2.486131339019648,True
IGKV1-6,ENSG00000239855,2,88966767,88966262,-,0.1503,7.088678,10.744252,2.124564012796922,True
IGKV3-7,ENSG00000243063,2,88979081,88978468,-,-0.0126,4.880432,9.413606,3.6526200999221548,True
IGKV1-8,ENSG00000240671,2,88992931,88992409,-,0.0474,5.607837,10.028687,3.41428608619358,True
IGKV1-9,ENSG00000241755,2,89010515,89009982,-,-0.005,7.001304,11.647874,2.7203729294711225,True
IGKV3-11,ENSG00000241351,2,89027731,89027171,-,-0.0085,7.2106137,10.595063,1.5477090416079398,True
IGKV1-12,ENSG00000243290,2,89040745,89040224,-,0.1157,7.426343,11.073188,1.8374531253269322,True
IGKV1-13,ENSG00000253497,2,89046466,89045995,-,0.028,5.654948,10.216685,3.6107213692358435,True
IGKV3-15,ENSG00000244437,2,89085787,89085177,-,0.083,7.353447,10.6236315,1.5650214456607694,True
IGKV1-16,ENSG00000240864,2,89100361,89099859,-,0.0372,4.8570085,9.252204,3.4441407091315015,True
IGKV1-17,ENSG00000240382,2,89117844,89117342,-,0.0785,5.6212764,9.547411,2.9114131168056576,True
IGKV2-18,ENSG00000254157,2,89129483,89128724,-,0.0239,3.4316378,9.285299,3.8414049480720234,True
IGKV3-20,ENSG00000239951,2,89143160,89142574,-,0.112,7.881538,10.6912365,1.8742790189250422,True
IGKV2-24,ENSG00000241294,2,89177160,89176328,-,-0.038,2.1953256,6.964925,1.1560496206874136,True
IGKV2-26,ENSG00000254098,2,89196829,89196096,-,-0.0285,3.6889806,8.424834,2.7696071976389174,True
IGKV1-27,ENSG00000244575,2,89213928,89213423,-,0.0517,4.532898,9.473859,3.944050825633098,True
IGKV2-28,ENSG00000244116,2,89222461,89221698,-,0.1323,6.797865,10.511775,1.971278643876851,True
IGKV2-29,ENSG00000253998,2,89234912,89234174,-,0.0091,5.7029896,10.042662,3.428888369130821,True
IGKV2-30,ENSG00000243238,2,89245596,89244781,-,-0.0491,6.3258247,11.84944,4.109039577331461,True
IGKV1-32,ENSG00000253870,2,89254015,89253571,-,-0.0317,1.6711439,7.0771394,1.5351969618209296,True
IGKV1-33,ENSG00000242076,2,89268506,89266494,-,0.0614,6.349243,10.663721,3.0950026505980612,True
IGKV1-37,ENSG00000239862,2,89297785,89297264,-,0.1081,4.392789,8.763862,3.010029550132433,True
IGKV1-39,ENSG00000242371,2,89320146,89319625,-,0.1832,7.982451,10.860851,2.0076499161029693,True
GPAT2,ENSG00000186281,2,96039451,96021946,-,-0.0173,3.0125172,6.9057946,1.0760751314731967,True
DUSP2,ENSG00000158050,2,96145440,96143169,-,-0.0682,5.503179,8.009396,1.6071951590281524,True
TMEM127,ENSG00000135956,2,96265994,96248516,-,-0.0354,3.6689,7.286447,1.2388960193378937,True
KANSL3,ENSG00000114982,2,96642787,96593170,-,-0.0241,3.7211375,7.1379194,1.0391811147951584,True
ACTR1B,ENSG00000115073,2,97664044,97655939,-,-0.0845,5.050976,7.3641973,1.0054404644110098,True
CHST10,ENSG00000115526,2,100417668,100391860,-,-0.0577,2.8990116,7.4538155,1.7356159358104823,True
TGFBRAP1,ENSG00000135966,2,105329735,105264391,-,-0.0413,3.8114486,7.6431212,1.7184913404543711,True
NPHP1,ENSG00000144061,2,110205066,110122311,-,0.0177,0.43844965,4.8473125,1.2145235594475992,True
CLASP1,ENSG00000074054,2,121649587,121337776,-,-0.1004,4.1606693,7.5137005,1.3654073331669139,True
AMMECR1L,ENSG00000144233,2,127885922,127861630,-,-0.0351,2.4378219,6.9252253,1.1127795189186083,True
SAP130,ENSG00000136715,2,128028120,127941217,-,-0.012,3.7879398,7.4631195,1.4764553546741837,True
SMPD4,ENSG00000136699,2,130182750,130151392,-,-0.0589,4.7033544,7.3772902,1.0223524221766052,True
TMEM163,ENSG00000152128,2,134719000,134455759,-,-0.0405,1.4026933,6.330789,1.0728339992723732,True
WDSUB1,ENSG00000196151,2,159286799,159235793,-,-0.1143,3.3418617,7.024875,1.005834907341205,True
RBMS1,ENSG00000153250,2,160493807,160272151,-,-0.0625,1.6544119,6.5695724,0.993107955639003,True
TTC21B,ENSG00000123607,2,165953816,165857475,-,-0.0711,2.6963298,6.828406,0.9829380761258851,True
TTN,ENSG00000155657,2,178830802,178525989,-,-0.1157,3.3769298,7.379167,1.4502734203995902,True
DNAH7,ENSG00000118997,2,196068837,195737703,-,-0.0447,0.67228746,6.207821,1.5002029665847134,True
HECW2,ENSG00000138411,2,196593684,196189099,-,-0.0602,2.204455,7.5722394,1.8179856131192562,True
PGAP1,ENSG00000197121,2,196927796,196833004,-,-0.0347,0.89841217,6.287426,1.5897253198578902,True
ANKRD44,ENSG00000065413,2,197311173,196967017,-,-0.1944,5.4586344,7.5622897,1.0742372222192802,True
RFTN2,ENSG00000162944,2,197676045,197568224,-,-0.0544,0.7423049,5.8153906,1.0588834616556424,True
SATB2,ENSG00000119042,2,199471266,199269500,-,-0.0386,0.5018722,5.762842,1.954120918961062,True
ALS2,ENSG00000003393,2,201780956,201700267,-,-0.0238,2.65958,7.0102735,1.2018149767129973,True
INO80D,ENSG00000114933,2,206086303,205993721,-,-0.0819,3.9197483,7.5777416,1.6305798510511607,True
PLEKHM3,ENSG00000178385,2,208025527,207821288,-,-0.0806,3.3036885,7.6126184,1.7431245228683028,True
IKZF2,ENSG00000030419,2,213152427,212999691,-,-0.0476,0.9824696,6.7749405,2.1379746598022424,True
ZNF142,ENSG00000115568,2,218659655,218637916,-,-0.0694,3.7880282,7.5089693,1.5381064355654053,True
RNF25,ENSG00000163481,2,218672002,218663892,-,-0.0724,4.4467444,7.49424,1.339806263236967,True
CNPPD1,ENSG00000115649,2,219178106,219171897,-,-0.2083,5.528282,7.554066,1.0644346280948203,True
ATG9A,ENSG00000198925,2,219229717,219219380,-,-0.1237,4.175123,7.451413,1.2834665961123892,True
IRS1,ENSG00000169047,2,226799759,226731317,-,-0.0388,2.473767,6.833362,1.0126542621699997,True
PER2,ENSG00000132326,2,238290102,238244044,-,-0.0432,2.250556,7.6408715,1.8927904594701224,True
PASK,ENSG00000115687,2,241150264,241106099,-,-0.0556,3.8381188,7.243182,1.1807207221843357,True
STK25,ENSG00000115694,2,241509730,241492670,-,-0.065,4.6293526,7.5650463,1.264873148597919,True
TRAPPC12,ENSG00000171853,2,3485094,3379675,+,-0.074,3.2353137,7.1824026,1.2034438875559212,True
ODC1-DT,ENSG00000257135,2,10457693,10448689,+,-0.0234,0.8818944,5.7871323,1.027104699318122,True
ATP6V1C2,ENSG00000143882,2,10785110,10721100,+,-0.038,0.39898816,5.3670197,1.6343614557658486,True
LINC01954,ENSG00000271952,2,10885118,10844477,+,-0.0159,0.17066044,4.579956,0.99854358819048,True
MIR3681HG,ENSG00000224184,2,12702913,11833926,+,-0.0314,0.73515356,6.3377633,1.6463336868748715,True
LINC00954,ENSG00000228784,2,19885047,19868860,+,-0.0769,2.6241846,7.513244,1.8071381196288807,True
GDF7,ENSG00000143869,2,20679243,20667144,+,-0.0521,2.5494056,8.19251,2.6246313264517114,True
NCOA1,ENSG00000084676,2,24770702,24491914,+,-0.081,3.4982052,7.633814,1.769712928725398,True
CAD,ENSG00000084774,2,27243943,27217369,+,-0.0059,3.8246849,7.070108,0.9479996572934267,True
KRTCAP3,ENSG00000157992,2,27446481,27442366,+,-0.0619,1.602544,6.9576445,1.4075746207322077,True
TOGARAM2,ENSG00000189350,2,29061373,28956611,+,0.0476,0.15928765,4.505149,0.9381117075676737,True
EHD3,ENSG00000013016,2,31269451,31234152,+,-0.1172,5.4622216,7.9765086,1.5679933085022402,True
TMEM178A,ENSG00000152154,2,39717963,39664982,+,-0.0131,0.33972695,5.3565464,1.6259007921715591,True
PRKCE,ENSG00000171132,2,46187990,45651345,+,-0.0497,1.9282119,7.431464,1.9136211209748761,True
RHOQ,ENSG00000119729,2,46584688,46541806,+,-0.0692,0.4935592,4.5763035,0.995592910575644,True
FOXN2,ENSG00000170802,2,48379295,48314637,+,-0.0652,3.7634828,7.1633053,1.0733157347224298,True
EML6,ENSG00000214595,2,54972025,54723499,+,-0.0634,3.1795578,7.2178893,1.2479598774837253,True
SMYD5,ENSG00000135632,2,73227221,73214222,+,-0.0683,3.9472597,7.4560027,1.466885889209393,True
ALMS1P1,ENSG00000163016,2,73697509,73641083,+,-0.0611,1.0323436,6.2168837,0.9489368803897171,True
AC073046.1,ENSG00000235499,2,73986343,73985132,+,-0.0219,0.45981392,4.826469,1.1976854367452872,True
DOK1,ENSG00000115325,2,74557554,74549026,+,-0.1293,4.142647,7.217911,0.9762876307591651,True
SEMA4F,ENSG00000135622,2,74683853,74654228,+,-0.0881,2.8003566,7.153726,1.3744596383485022,True
ELMOD3,ENSG00000115459,2,85391752,85354394,+,-0.0779,3.8583043,7.330198,1.2977246689409405,True
IGKV4-1,ENSG00000211598,2,88886153,88885397,+,0.0468,5.96298,9.53235,2.8956758536401157,True
IGKV5-2,ENSG00000211599,2,88897784,88897232,+,-0.0675,2.119837,7.245082,1.461403822575924,True
IGKV2D-40,ENSG00000251039,2,89852497,89851791,+,0.0054,4.0994344,10.236052,4.946736815351931,True
IGKV1D-39,ENSG00000251546,2,89862981,89862482,+,0.0224,4.3043356,8.490069,2.6498481148522033,True
IGKV1D-33,ENSG00000239975,2,89916052,89913982,+,-0.0065,3.2900207,7.7703,1.9409267101716994,True
IGKV2D-26,ENSG00000211623,2,89986702,89985922,+,0.0467,1.4303653,7.278781,2.103982899332185,True
IGKV2D-24,ENSG00000241566,2,90005629,90004797,+,-0.0082,1.4132077,7.0419245,1.8463495881307361,True
IGKV3D-20,ENSG00000211625,2,90039479,90038848,+,0.0169,4.989705,9.597714,3.890429646907638,True
IGKV1D-17,ENSG00000242766,2,90083291,90082635,+,0.043,2.4622335,7.7640243,2.027019454183169,True
IGKV1D-16,ENSG00000241244,2,90100738,90100236,+,0.104,4.36891,9.879357,4.477495524737958,True
IGKV1D-13,ENSG00000276566,2,90154574,90154073,+,0.014,5.9247584,11.227653,4.667056137011133,True
IGKV3D-11,ENSG00000211632,2,90173414,90172802,+,0.0264,4.716388,8.845497,2.9188057069762783,True
IGKV1D-43,ENSG00000242580,2,90210529,90209873,+,0.0435,4.2229533,10.224356,4.931350579851546,True
IGKV1D-8,ENSG00000239819,2,90221384,90220727,+,0.0904,5.2230363,8.812477,2.5644821927118797,True
AC009237.3,ENSG00000229689,2,95532405,95525345,+,0.0518,0.39052394,4.5975223,1.0127341903644933,True
ARID5A,ENSG00000196843,2,96552634,96536743,+,-0.2072,5.5113287,7.7079854,1.2479089967961248,True
CNNM4,ENSG00000158158,2,96811874,96760902,+,-0.0549,2.419191,7.350763,1.57658962762203,True
AC079447.1,ENSG00000241962,2,99322741,99141485,+,-0.015,0.2889266,4.6587963,1.0622335407801637,True
MAP4K4,ENSG00000071054,2,101894689,101696850,+,-0.1197,3.8953662,7.4781213,1.4966272108207685,True
MERTK,ENSG00000153208,2,112029561,111898607,+,0.0174,0.4897589,5.512739,1.7520788547715158,True
POLR1B,ENSG00000125630,2,112577150,112541915,+,-0.0117,3.6328616,7.0931087,0.9789271438032855,True
SLC20A1,ENSG00000144136,2,112663825,112645939,+,0.001,4.2230673,7.298973,1.0829273908319623,True
EPB41L5,ENSG00000115109,2,120179119,120013077,+,-0.0909,2.0273285,6.6139193,1.040471005634946,True
MYO7B,ENSG00000169994,2,127637729,127535802,+,-0.0666,2.9898188,8.1413965,2.563116888407712,True
AC073869.1,ENSG00000152117,2,131521573,131492813,+,-0.105,4.3531165,7.928993,1.9117366244593932,True
KIF5C,ENSG00000168280,2,149026759,148875227,+,-0.0709,1.3621554,6.5671344,1.329911301685022,True
LYPD6B,ENSG00000150556,2,149215262,149038107,+,-0.078,3.1571534,7.4227004,1.5048834339233106,True
FMNL2,ENSG00000157827,2,152649826,152335174,+,-0.0126,0.4738926,4.913735,1.2681819785587505,True
PKP4,ENSG00000144283,2,158682879,158456964,+,-0.0262,1.4374533,7.191922,2.0095049730890175,True
AC019197.1,ENSG00000236283,2,165208261,164840661,+,-0.0303,0.8706009,6.2151976,1.5084986274358732,True
AC021851.1,ENSG00000272800,2,183215414,183178806,+,-0.0472,0.35327283,5.228536,1.522489557126387,True
FAM117B,ENSG00000138439,2,202769757,202634969,+,-0.0869,2.3591325,6.761195,0.9339967053308547,True
NRP2,ENSG00000118257,2,205798133,205681990,+,-0.044,1.7753723,7.360934,1.8382935923835566,True
MAP2,ENSG00000078018,2,209734118,209424058,+,-0.0432,1.6539874,6.71878,1.1524638763426494,True
SMARCAL1,ENSG00000138375,2,216483053,216412414,+,-0.0712,4.0227904,7.345822,1.3187332522186177,True
STK36,ENSG00000163482,2,218702716,218672069,+,-0.0518,3.1182985,7.5535455,1.6690209309761488,True
RETREG2,ENSG00000144567,2,219185475,219176225,+,-0.0827,3.7494063,7.196537,1.118000169373833,True
NYAP2,ENSG00000144460,2,225654018,225399710,+,-0.0132,0.32778713,5.3144674,1.591907907471975,True
ATG16L1,ENSG00000085978,2,233295674,233210051,+,-0.0744,3.871906,7.1951766,1.1161709107493072,True
SAG,ENSG00000130561,2,233347055,233307816,+,-0.0382,0.44186538,5.4177704,1.675359695961961,True
DGKD,ENSG00000077044,2,233472104,233354507,+,-0.164,4.9667625,7.583592,1.2888281625602358,True
ESPNL,ENSG00000144488,2,238133287,238100340,+,-0.0609,1.5364814,7.0294423,1.4842557867387358,True
SIRPG,ENSG00000089012,20,1657779,1629152,-,-0.0174,0.6788915,6.0688386,1.343906173998738,True
RNF24,ENSG00000101236,20,4015558,3927309,-,-0.0306,2.4677377,7.685433,1.941359662296326,True
RASSF2,ENSG00000101265,20,4823608,4780023,-,-0.2011,5.027494,7.482121,1.1577601819163916,True
SLC23A2,ENSG00000089057,20,5010293,4852356,-,-0.1193,3.9762876,7.5282316,1.5640071475865567,True
LRRN4,ENSG00000125872,20,6054060,6040546,-,0.0287,0.25294757,5.016057,1.350841398399426,True
JAG1,ENSG00000101384,20,10673999,10637684,-,-0.0449,1.212927,6.6355944,1.4043765421857892,True
ZNF337,ENSG00000130684,20,25696853,25673195,-,-0.0763,1.4898396,6.206658,0.9378141112891399,True
NOL4L,ENSG00000197183,20,32585074,32443059,-,-0.1696,4.541275,7.598549,1.4770277973278172,True
GGT7,ENSG00000131067,20,34872856,34844720,-,-0.1166,3.1570399,7.274056,1.3184176575941247,True
DLGAP4-AS1,ENSG00000232907,20,36573391,36507702,-,-0.0147,1.3622038,6.4122095,1.1613965521608154,True
SLA2,ENSG00000101082,20,36646196,36612318,-,-0.0113,1.3062816,7.046172,1.8509698551928924,True
KCNS1,ENSG00000124134,20,45101127,45091214,-,0.0302,0.30351695,4.548541,0.973165449467161,True
MATN4,ENSG00000124159,20,45308529,45293445,-,-0.0428,0.38550872,5.5072393,1.7476358892872446,True
ZNF335,ENSG00000198026,20,45972203,45948660,-,-0.0107,3.9748409,7.086976,0.9706810536630729,True
NCOA5,ENSG00000124160,20,46089962,46060991,-,-0.0867,4.0221367,7.326784,1.293134531368918,True
ZNFX1,ENSG00000124201,20,49278426,49237946,-,-0.1365,4.3300867,7.9106855,1.887652348293305,True
RIPOR3,ENSG00000042062,20,50691542,50586108,-,-0.0507,1.7100267,7.0416603,1.4973047903090466,True
PMEPA1,ENSG00000124225,20,57711536,57648392,-,-0.0857,3.2984,7.0115423,0.9891096336365877,True
PPP4R1L,ENSG00000124224,20,58309451,58228940,-,-0.0201,1.8552549,6.5790634,1.0032444489092471,True
AL109840.2,ENSG00000285091,20,58981169,58916000,-,0.0098,0.43064597,4.5464253,0.9714562906450949,True
CTSZ,ENSG00000101160,20,59007254,58995185,-,-0.0218,2.1975088,6.866175,1.0484185167957154,True
GMEB2,ENSG00000101216,20,63627101,63587602,-,-0.0525,3.1720324,7.439262,1.5256588785178804,True
UCKL1,ENSG00000198276,20,63956416,63939829,-,-0.1915,5.4764833,7.941617,1.5264019122440287,True
SAMD10,ENSG00000130590,20,63980008,63974116,-,-0.0425,2.328167,6.7684517,0.941905857929078,True
TRIB3,ENSG00000101255,20,397559,362835,+,-0.0251,4.086216,7.5550256,1.4197716555593196,True
RBCK1,ENSG00000125826,20,430966,407498,+,-0.1151,4.7662997,7.5500865,1.2455498602673771,True
PTPRA,ENSG00000132670,20,3039076,2864184,+,-0.1017,4.3492236,7.7867017,1.7245480898473742,True
OXT,ENSG00000101405,20,3072517,3071620,+,-0.0181,0.41479608,4.8445816,1.212317484943661,True
MAVS,ENSG00000088888,20,3876123,3846799,+,-0.0579,4.428139,7.897078,1.8697512963333203,True
PRNP,ENSG00000171867,20,4701590,4686350,+,-0.2152,4.6637263,7.324445,0.9540929815992836,True
