Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr,means,dispersions,dispersions_norm,highly_variable,velocity_gamma,velocity_qreg_ratio,velocity_r2,velocity_genes
IGKV1-16,ENSG00000240864,2,89100361,89099859,-,0.0383,5.0416603,9.400831,3.9401261979815487,True,0.00036687285,0.00036687285,-0.11973977088928223,False
IGKV1-17,ENSG00000240382,2,89117844,89117342,-,0.0415,6.0063105,9.580923,2.8613090903784095,True,0.00021916677,0.00021916677,-0.6509313583374023,False
IGKV2-18,ENSG00000254157,2,89129483,89128724,-,0.0198,2.21016,7.214783,2.049312704185297,True,0.0059094126,0.0059094126,0.8918643370270729,False
IGKV3-20,ENSG00000239951,2,89143160,89142574,-,0.0697,8.103565,10.715512,1.6817139211814174,True,0.0014493266,0.0014493266,0.6796301901340485,False
IGKV2-24,ENSG00000241294,2,89177160,89176328,-,-0.0535,2.1622934,7.219426,2.054436510850469,True,9.35225e-05,9.35225e-05,-0.10190689563751221,False
IGKV2-26,ENSG00000254098,2,89196829,89196096,-,-0.0702,4.0168333,8.511195,3.3588997728912195,True,0.09301921,0.09301921,0.8877081200480461,True
IGKV1-27,ENSG00000244575,2,89213928,89213423,-,0.0287,4.8894715,9.539464,4.1080910689148755,True,7.404906e-05,7.404906e-05,0.18456333875656128,False
IGKV2-28,ENSG00000244116,2,89222461,89221698,-,0.111,7.153242,10.574225,1.3572083781457154,True,0.00101173,0.00101173,0.647898942232132,False
IGKV2-29,ENSG00000253998,2,89234912,89234174,-,-0.043,6.11346,10.0559635,2.635560958502085,True,0.011101462,0.011101462,-0.45389509201049805,False
IGKV2-30,ENSG00000243238,2,89245596,89244781,-,-0.0848,6.607178,11.989898,4.105134472008021,True,0.0024682188,0.0024682188,-0.1737501621246338,False
IGKV1-33,ENSG00000242076,2,89268506,89266494,-,0.0249,6.668078,10.751404,2.930398916163062,True,5.2008843e-05,5.2008843e-05,0.04730808734893799,False
IGKV1-39,ENSG00000242371,2,89320146,89319625,-,0.0955,8.35305,10.874801,1.4566338138934183,True,0.00011846611,0.00011846611,0.0022768378257751465,False
DUSP2,ENSG00000158050,2,96145440,96143169,-,-0.1476,5.655206,8.137799,1.5629542227857405,True,0.0064619174,0.0064619174,0.15804392099380493,False
TMEM127,ENSG00000135956,2,96265994,96248516,-,-0.0292,3.3208215,6.6313887,1.0948555070731443,True,0.3113538,0.3113538,-5.261437892913818,False
NEURL3,ENSG00000163121,2,96508109,96497646,-,0.0326,0.76852083,5.3028617,0.9481417073363307,True,0.11043141,0.11043141,-0.4448587894439697,False
LMAN2L,ENSG00000114988,2,96740064,96705929,-,-0.0335,3.9736376,6.689633,1.0335400249607076,True,0.028028477,0.028028477,-0.8575745820999146,False
AC018892.2,ENSG00000236847,2,97037549,97035461,-,0.0041,0.16987154,4.16275,0.9632957381427921,True,0.7819436,0.7819436,0.9999999999999953,True
REV1,ENSG00000135945,2,99490035,99400475,-,-0.0496,2.935934,6.43215,1.051784919022525,True,0.27759618,0.27759618,-1.4299321174621582,False
AFF3,ENSG00000144218,2,100192428,99545419,-,-0.1633,2.5013268,6.303803,1.0439878426498108,True,4.610233,4.610233,0.6527508497238159,True
CHST10,ENSG00000115526,2,100417668,100391860,-,-0.0856,2.6897545,6.861787,1.5470922158950857,True,0.020249782,0.020249782,-0.5015357732772827,False
TBC1D8,ENSG00000204634,2,101252866,101007617,-,-0.0126,0.55422246,5.26596,0.9057366224985577,True,0.22631478,0.22631478,-0.5445511341094971,False
MFSD9,ENSG00000135953,2,102736888,102714630,-,-0.0568,4.159897,7.0368958,1.4468994577130667,True,0.014711063,0.014711063,-0.40836071968078613,False
TGFBRAP1,ENSG00000135966,2,105329735,105264391,-,-0.0231,3.6001441,6.749116,1.10947456418674,True,0.050522473,0.050522473,-0.30363595485687256,False
GCC2-AS1,ENSG00000214184,2,108534196,108507515,-,-0.0353,0.47544706,4.329049,1.1061083939003675,True,0.42536744,0.42536744,0.26016801595687866,True
BIN1,ENSG00000136717,2,127107288,127048027,-,-0.3273,4.885099,7.3584895,1.465663263961431,True,0.013450569,0.013450569,-0.07720482349395752,False
TMEM163,ENSG00000152128,2,134719000,134455759,-,-0.0428,1.2261122,6.1145425,1.39932203373144,True,1.1715946,1.1715946,0.02429485321044922,True
NR4A2,ENSG00000153234,2,156342348,156324437,-,-0.1596,2.9617033,7.110593,1.8339284055562368,True,0.35897085,0.35897085,0.6346211731433868,True
WDSUB1,ENSG00000196151,2,159286799,159235793,-,-0.0785,2.5980806,6.345163,0.9515018672253532,True,0.045063116,0.045063116,-1.0133516788482666,False
CHN1,ENSG00000128656,2,175005381,174799313,-,0.0327,0.34346187,4.2812133,1.0650284873386144,True,0.31788957,0.31788957,-0.2133392095565796,False
TTN,ENSG00000155657,2,178830802,178525989,-,-0.1378,2.7194002,6.855418,1.5397501276955352,True,0.009915952,0.009915952,0.3258517384529114,False
FRZB,ENSG00000162998,2,182866637,182833275,-,-0.0085,2.3068805,6.4076333,1.158571251680093,True,0.0034473545,0.0034473545,0.38806605339050293,False
HECW2,ENSG00000138411,2,196593684,196189099,-,-0.0879,2.298882,7.7250543,2.6124294232268017,True,0.000989606,0.000989606,-0.3349127769470215,False
PGAP1,ENSG00000197121,2,196927796,196833004,-,-0.0712,1.168888,6.2961545,1.6035639340407883,True,0.6488705,0.6488705,0.19085478782653809,True
ANKRD44,ENSG00000065413,2,197311173,196967017,-,-0.2224,5.164416,7.2667723,1.3549404312330493,True,0.36941427,0.36941427,0.564984917640686,True
SATB2,ENSG00000119042,2,199471266,199269500,-,-0.0729,0.6898044,5.7719083,1.487143497816684,True,0.01710522,0.01710522,0.879405066370964,True
KCTD18,ENSG00000155729,2,200519784,200488958,-,-0.081,3.1754744,6.5278788,0.9664484338912142,True,0.03056187,0.03056187,-0.7160152196884155,False
ICA1L,ENSG00000163596,2,202871985,202773150,-,-0.0691,1.2162074,5.7577343,0.9980535275682035,True,1.0497189,1.0497189,-0.19552552700042725,False
INO80D,ENSG00000114933,2,206086303,205993721,-,-0.1116,3.7972398,7.3536053,1.8811501502549322,True,0.22534522,0.22534522,-0.2973552942276001,False
KLF7,ENSG00000118263,2,207167267,207074137,-,-0.1521,3.2094326,6.8232594,1.3328767296914503,True,0.38478175,0.38478175,0.15098732709884644,True
PLEKHM3,ENSG00000178385,2,208025527,207821288,-,-0.1304,3.3821547,7.5587406,2.2452628257544878,True,0.12993589,0.12993589,-2.026848077774048,False
DIRC3,ENSG00000231672,2,217756593,217284019,-,-0.0739,0.22861344,4.3553944,1.128732870196352,True,18.692951,18.692951,-0.03137648105621338,False
ZNF142,ENSG00000115568,2,218659655,218637916,-,-0.1074,3.840737,7.373796,1.9069251007094423,True,0.023246134,0.023246134,-0.5870786905288696,False
RNF25,ENSG00000163481,2,218672002,218663892,-,-0.1077,4.3709846,7.1021667,1.5336853256334224,True,0.017605968,0.017605968,-0.44392144680023193,False
CNPPD1,ENSG00000115649,2,219178106,219171897,-,-0.2499,5.2323194,7.0441422,1.0782237176974048,True,0.008860471,0.008860471,-0.7511712312698364,False
EPHA4,ENSG00000116106,2,221574202,221418027,-,-0.0781,1.4983245,6.5176144,1.8526189530241952,True,1.420476,1.420476,-0.003804326057434082,False
TRIP12,ENSG00000153827,2,229923239,229763838,-,-0.0308,3.979506,6.590601,0.9071184066260367,True,0.21027263,0.21027263,-2.1525564193725586,False
PER2,ENSG00000132326,2,238290102,238244044,-,-0.039,1.7488693,6.719618,1.7061013867043822,True,0.028735228,0.028735228,-0.3939337730407715,False
ANKMY1,ENSG00000144504,2,240569209,240479422,-,-0.0985,2.9762137,6.522761,1.1562458586840711,True,0.33248913,0.33248913,-0.10555589199066162,False
PASK,ENSG00000115687,2,241150264,241106099,-,-0.1181,3.8024724,7.0623064,1.5092854811771756,True,0.0065268404,0.0065268404,-0.7139056921005249,False
TRAPPC12,ENSG00000171853,2,3485094,3379675,+,-0.0988,3.1914334,6.7085238,1.1905438456559527,True,0.2681512,0.2681512,-0.3960757255554199,False
ODC1-DT,ENSG00000257135,2,10457693,10448689,+,-0.0634,1.1496552,5.7950244,1.0399901810279113,True,0.16646951,0.16646951,-1.369666337966919,False
ATP6V1C2,ENSG00000143882,2,10785110,10721100,+,-0.0762,0.54650843,5.4024196,1.0625479828972573,True,1.9576411,1.9576411,0.8432527482509613,True
MIR3681HG,ENSG00000224184,2,12702913,11833926,+,-0.063,0.97633386,6.3468947,2.1478853837715004,True,0.48521587,0.48521587,-0.3036900758743286,False
LINC00954,ENSG00000228784,2,19885047,19868860,+,-0.0682,1.5048743,6.619254,1.966923588799684,True,0.20709921,0.20709921,0.080485999584198,True
CAD,ENSG00000084774,2,27243943,27217369,+,-0.0478,4.0106597,7.0377946,1.477994327311977,True,0.011910427,0.011910427,-0.32205986976623535,False
KRTCAP3,ENSG00000157992,2,27446481,27442366,+,-0.0138,0.36150864,4.6275153,1.3624218024699462,True,0.01586976,0.01586976,-0.2056664228439331,False
TOGARAM2,ENSG00000189350,2,29061373,28956611,+,0.0405,0.23360702,4.514286,1.2651840555601153,True,0.5888706,0.5888706,-0.03568696975708008,False
EHD3,ENSG00000013016,2,31269451,31234152,+,-0.1613,5.391401,7.835769,2.0621718779169917,True,0.033730797,0.033730797,-0.20503664016723633,False
LINC01320,ENSG00000228262,2,34738231,33706886,+,-0.007,0.4242703,4.434869,1.196983032445252,True,0.4021014,0.4021014,-0.2239856719970703,False
TMEM178A,ENSG00000152154,2,39717963,39664982,+,-0.039,0.48028457,5.3656836,1.9963375156731127,True,0.009615263,0.009615263,0.9999999999999899,False
EML6,ENSG00000214595,2,54972025,54723499,+,0.0319,2.506138,6.1744695,0.901260069269107,True,0.24843565,0.24843565,-0.5728503465652466,False
REL,ENSG00000162924,2,60931610,60881521,+,-0.2945,4.0164385,6.8276615,1.2097438268456884,True,0.055427805,0.055427805,0.4296472668647766,True
B3GNT2,ENSG00000170340,2,62224731,62196115,+,-0.0992,2.787237,6.3255405,0.9288802536060279,True,0.1287708,0.1287708,-1.4192042350769043,False
ARHGAP25,ENSG00000163219,2,68826833,68679601,+,-0.3074,5.0901804,7.1251245,1.1788800897541154,True,0.1140816,0.1140816,-0.7508875131607056,False
ANXA4,ENSG00000196975,2,69827112,69644425,+,-0.1589,3.9051206,6.661557,0.9976993120256036,True,0.031226156,0.031226156,-0.5807263851165771,False
SMYD5,ENSG00000135632,2,73227221,73214222,+,-0.0926,3.8944972,7.2424984,1.7393139635061297,True,0.0057642665,0.0057642665,-0.2245006561279297,False
ALMS1,ENSG00000116127,2,73625166,73385758,+,-0.0348,1.7958585,6.1344533,1.0553985168083275,True,0.86415327,0.86415327,-1.9205055236816406,False
DOK1,ENSG00000115325,2,74557554,74549026,+,-0.151,3.9263573,7.082276,1.5347779864338753,True,0.0149122,0.0149122,-0.5518513917922974,False
SEMA4F,ENSG00000135622,2,74683853,74654228,+,-0.1249,2.4442625,7.0622826,1.8810185195046674,True,0.05584997,0.05584997,0.7620017528533936,True
AC022210.2,ENSG00000287625,2,84966685,84926019,+,-0.0741,0.6964767,5.687366,1.3899923021330187,True,1.5522672,1.5522672,0.4090825319290161,True
TCF7L1,ENSG00000152284,2,85310387,85133392,+,0.0197,0.2498873,4.343525,1.1185397758260416,True,1.4729002,1.4729002,-1.6821820735931396,False
AC093162.2,ENSG00000246575,2,85316529,85315041,+,-0.0692,0.2085954,4.299858,1.0810400646716332,True,0.92336583,0.92336583,0.9945498388260603,True
ELMOD3,ENSG00000115459,2,85391752,85354394,+,-0.0866,3.6083102,6.944587,1.3590082005532889,True,0.48314878,0.48314878,0.27072441577911377,True
KDM3A,ENSG00000115548,2,86492716,86440647,+,-0.1204,3.5377345,6.802375,1.3069688771825494,True,0.0074217496,0.0074217496,-0.635710597038269,False
IGKV4-1,ENSG00000211598,2,88886153,88885397,+,-0.0077,6.2329974,9.66014,2.33477942374719,True,0.00017874826,0.00017874826,-0.1262110471725464,False
IGKV2D-40,ENSG00000251039,2,89852497,89851791,+,-0.0163,4.514604,10.2455015,5.713144187656083,True,0.0033451978,0.0033451978,0.9969498920254409,False
IGKV1D-39,ENSG00000251546,2,89862981,89862482,+,-0.0309,4.6895165,8.524134,2.8779358906141765,True,0.00013264747,0.00013264747,0.21731436252593994,False
IGKV1D-33,ENSG00000239975,2,89916052,89913982,+,-0.045,3.3891466,7.8782463,2.641619015290404,True,0.00066874817,0.00066874817,-0.09955310821533203,False
IGKV2D-30,ENSG00000239571,2,89937679,89936859,+,-0.1246,2.1218357,6.293323,1.0324225737900852,True,0.005594666,0.005594666,0.22595202922821045,False
IGKV2D-28,ENSG00000242534,2,89960754,89959979,+,0.0255,1.9668713,6.2234983,1.1544165937370063,True,0.007366009,0.007366009,-0.15279042720794678,False
IGKV2D-26,ENSG00000211623,2,89986702,89985922,+,0.0378,1.7655721,7.2881002,2.3382537110782975,True,0.17090857,0.17090857,0.9851590692996979,True
IGKV3D-20,ENSG00000211625,2,90039479,90038848,+,-0.0225,5.311057,9.688764,4.365340709659362,True,0.00020993564,0.00020993564,0.6943430602550507,False
IGKV1D-17,ENSG00000242766,2,90083291,90082635,+,0.024,2.8330913,7.793705,2.6214547707699425,True,0.001040846,0.001040846,0.6313354074954987,False
IGKV1D-16,ENSG00000241244,2,90100738,90100236,+,0.1065,4.783794,9.88999,4.5327816259612295,True,0.000117185264,0.000117185264,0.059561192989349365,False
IGKV1D-13,ENSG00000276566,2,90154574,90154073,+,-0.0173,6.29382,11.283349,3.5682365590916345,True,6.20419e-05,6.20419e-05,0.7118622958660126,False
IGKV3D-11,ENSG00000211632,2,90173414,90172802,+,-0.0255,5.1059794,8.87655,3.3558040961024984,True,0.00027996197,0.00027996197,0.05761212110519409,False
IGKV1D-43,ENSG00000242580,2,90210529,90209873,+,0.0333,4.623059,10.249491,4.968346159909861,True,3.5243993e-05,3.5243993e-05,-0.24696815013885498,False
IGKV1D-8,ENSG00000239819,2,90221384,90220727,+,0.034,5.6906476,8.828745,2.1845866877296167,True,0.0002549928,0.0002549928,-0.08513855934143066,False
AC009237.3,ENSG00000229689,2,95532405,95525345,+,0.0452,0.4854412,4.733791,1.4536879161159881,True,0.021915443,0.021915443,0.2971237301826477,True
ITPRIPL1,ENSG00000198885,2,96330517,96325331,+,-0.027,3.745325,6.9297557,1.3400746328104014,True,0.015410664,0.015410664,-3.132181167602539,False
ARID5A,ENSG00000196843,2,96552634,96536743,+,-0.2596,5.1757216,7.398386,1.5185289650597777,True,0.015553901,0.015553901,-0.4056206941604614,False
CNNM4,ENSG00000158158,2,96811874,96760902,+,-0.061,1.4366467,6.003618,1.2745754645752954,True,0.6198573,0.6198573,-0.13512468338012695,False
ANKRD36,ENSG00000135976,2,97264434,97113218,+,-0.1515,4.396791,6.7201676,1.0257696118510238,True,0.06255572,0.06255572,-0.06675708293914795,False
MAP4K4,ENSG00000071054,2,101894689,101696850,+,-0.1408,3.3162706,6.822095,1.3314322122288553,True,1.0928187,1.0928187,0.6807314455509186,True
TTL,ENSG00000114999,2,112541739,112482156,+,-0.1106,2.4313824,6.7823195,1.5720614497409753,True,0.11834425,0.11834425,-1.0291776657104492,False
PSD4,ENSG00000125637,2,113209396,113157325,+,-0.1619,4.525861,6.817869,1.1556761043120398,True,0.025241936,0.025241936,-0.0014791488647460938,False
EPB41L5,ENSG00000115109,2,120179119,120013077,+,-0.0956,1.792664,7.0323277,2.0538346367663802,True,0.2250604,0.2250604,0.6388605535030365,True
RALB,ENSG00000144118,2,120294710,120240064,+,-0.1656,3.1180046,6.476105,0.9022218276110431,True,0.15750304,0.15750304,0.2983919382095337,True
MYO7B,ENSG00000169994,2,127637729,127535802,+,-0.0745,1.9884335,7.2356634,2.27994396718867,True,0.009322644,0.009322644,0.4389396905899048,False
AC073869.1,ENSG00000152117,2,131521573,131492813,+,-0.0666,3.638564,6.9663196,1.3867511366209921,True,0.21315545,0.21315545,-1.052192211151123,False
MGAT5,ENSG00000152127,2,134454621,134119983,+,-0.1507,2.8618002,7.0781436,1.7965192677853756,True,3.314114,3.314114,0.7837848216295242,True
KYNU,ENSG00000115919,2,143055833,142877657,+,-0.1673,3.5559363,6.62548,1.0875258527410334,True,0.61914736,0.61914736,0.5930188298225403,True
EPC2,ENSG00000135999,2,148787569,148644440,+,-0.033,2.541382,6.328754,1.0715228439399194,True,0.40594175,0.40594175,-5.249005317687988,False
AC019197.1,ENSG00000236283,2,165208261,164840661,+,-0.0651,1.131544,6.231146,1.5304548490169103,True,0.028555224,0.028555224,-0.1236797571182251,False
MYO3B,ENSG00000071909,2,170655171,170178145,+,0.008,0.15883672,4.0899158,0.9007481723988312,True,1.1197997,1.1197997,0.1301245093345642,True
ITPRID2,ENSG00000138434,2,181930738,181891730,+,-0.0899,2.9676197,6.70365,1.3647840319901459,True,0.007827057,0.007827057,-0.5997462272644043,False
ZNF804A,ENSG00000170396,2,184939492,184598529,+,0.0583,0.33916253,4.1236286,0.9296997216948021,True,6.6796384,6.6796384,-0.21890246868133545,False
AC009315.1,ENSG00000286797,2,185505608,185425063,+,-0.1132,0.9713659,5.5575466,1.2408112049064646,True,1.1034937,1.1034937,0.9383730329573154,True
MFSD6,ENSG00000151690,2,190509205,190408355,+,-0.0734,3.0190628,6.574031,1.2153525272453083,True,0.09215413,0.09215413,-1.4480562210083008,False
NRP2,ENSG00000118257,2,205798133,205681990,+,-0.1058,1.0325036,6.024043,1.2975458947499252,True,0.04597725,0.04597725,0.5557287335395813,True
CREB1,ENSG00000118260,2,207605988,207529737,+,-0.1449,3.9964128,6.6766095,1.016914716248203,True,0.17354907,0.17354907,-0.39108026027679443,False
PIKFYVE,ENSG00000115020,2,208358746,208266255,+,-0.1575,3.5278263,7.013984,1.5694765045363674,True,0.025073385,0.025073385,-0.6470073461532593,False
MAP2,ENSG00000078018,2,209734118,209424058,+,-0.0788,1.4124337,6.199986,1.4954122740053184,True,0.08348723,0.08348723,-0.1579113006591797,False
SMARCAL1,ENSG00000138375,2,216483053,216412414,+,-0.0822,3.8868678,7.159164,1.6329313449816394,True,0.05687965,0.05687965,-0.7020232677459717,False
CTDSP1,ENSG00000144579,2,218405941,218398256,+,-0.0875,3.694586,6.982796,1.407784781804497,True,0.037335373,0.037335373,-0.05055642127990723,False
STK36,ENSG00000163482,2,218702716,218672069,+,-0.0959,3.1506023,7.172277,1.7658433329364034,True,0.06994361,0.06994361,-0.057227492332458496,False
NYAP2,ENSG00000144460,2,225654018,225399710,+,-0.0388,0.4644441,5.3236046,1.960201415488218,True,0.15337248,0.15337248,0.9249210581183434,True
COL4A3,ENSG00000169031,2,227314792,227164565,+,-0.1406,2.9439266,6.46509,1.0897597208213388,True,0.1580136,0.1580136,-0.824343204498291,False
DIS3L2,ENSG00000144535,2,232344350,231961245,+,-0.0427,3.0157597,6.3072195,0.9077588315632655,True,0.48830476,0.48830476,-1.865523338317871,False
INPP5D,ENSG00000168918,2,233207903,233059967,+,-0.3983,5.813993,7.6391435,1.1143217685013125,True,0.119944364,0.119944364,0.8055823892354965,True
ATG16L1,ENSG00000085978,2,233295674,233210051,+,-0.1347,3.9757783,7.194076,1.6774992492982306,True,0.09765686,0.09765686,-0.34462130069732666,False
DGKD,ENSG00000077044,2,233472104,233354507,+,-0.1867,4.759618,7.534458,1.6788635783902166,True,0.062564895,0.062564895,-3.603485584259033,False
ESPNL,ENSG00000144488,2,238133287,238100340,+,-0.0941,0.4232822,4.7446775,1.4630370458592212,True,6.306804,6.306804,0.9970591170713305,True
RNPEPL1,ENSG00000142327,2,240581372,240565804,+,-0.0855,3.3043184,6.8754497,1.397620333622034,True,0.019847495,0.019847495,-1.6179933547973633,False
C20orf96,ENSG00000196476,20,290778,270863,-,-0.0868,2.6509552,6.32547,0.9287988947370901,True,0.26155764,0.26155764,-0.2036341428756714,False
RNF24,ENSG00000101236,20,4015558,3927309,-,0.0231,1.7996774,5.9954696,0.9008486381935508,True,0.27587283,0.27587283,0.008801877498626709,False
RASSF2,ENSG00000101265,20,4823608,4780023,-,-0.2285,4.8054905,7.5952725,1.752545142102145,True,0.12274433,0.12274433,0.3598933815956116,True
SLC23A2,ENSG00000089057,20,5010293,4852356,-,-0.119,3.6935976,7.2644124,1.767288821169449,True,0.4950979,0.4950979,0.16611772775650024,True
LRRN4,ENSG00000125872,20,6054060,6040546,-,0.0159,0.36368167,5.025194,1.703935917574325,True,0.1694595,0.1694595,0.8914337307214737,True
KIF16B,ENSG00000089177,20,16573434,16272104,-,-0.0348,1.9914564,6.326498,1.2689522271814893,True,0.10970898,0.10970898,-0.5643205642700195,False
RALGAPA2,ENSG00000188559,20,20712644,20389530,-,-0.106,2.3741329,6.1985736,0.9278605033786316,True,0.543846,0.543846,-0.389559268951416,False
APMAP,ENSG00000101474,20,24992751,24962925,-,-0.1127,5.3989162,6.90892,0.9101497663773583,True,0.023113087,0.023113087,-3.281485080718994,False
ZNF337,ENSG00000130684,20,25696853,25673195,-,-0.0852,1.0665301,5.705695,0.939530008794349,True,0.008113059,0.008113059,-0.4871346950531006,False
NOL4L,ENSG00000197183,20,32585074,32443059,-,-0.2386,4.473255,7.746459,2.3903530070164876,True,0.029055173,0.029055173,-0.10991823673248291,False
SNTA1,ENSG00000101400,20,33443892,33407955,-,-0.0951,2.1990883,6.5450363,1.3102042505095701,True,0.10938087,0.10938087,-1.3133807182312012,False
GGT7,ENSG00000131067,20,34872856,34844720,-,-0.0938,1.3856817,5.7131906,0.9479593817817427,True,0.64769393,0.64769393,0.5004611909389496,True
SLA2,ENSG00000101082,20,36646196,36612318,-,-0.0401,1.5899955,7.102991,2.132412382715126,True,0.016544973,0.016544973,-0.5449124574661255,False
KCNS1,ENSG00000124134,20,45101127,45091214,-,0.009,0.43205124,4.5567346,1.3016375126523294,True,0.06795819,0.06795819,0.34360450506210327,True
TNNC2,ENSG00000101470,20,45833745,45823214,-,-0.1179,1.2884016,5.9231157,1.184042422104608,True,0.011377869,0.011377869,-0.3716461658477783,False
ZNF335,ENSG00000198026,20,45972203,45948660,-,-0.0281,3.9285042,6.8571916,1.247441129981918,True,0.1670353,0.1670353,-0.3912614583969116,False
NCOA5,ENSG00000124160,20,46089962,46060991,-,-0.1265,4.034412,7.2806516,1.7880193247397866,True,0.08133955,0.08133955,-1.3546831607818604,False
ZNFX1,ENSG00000124201,20,49278426,49237946,-,-0.0766,3.2194285,7.4579635,2.1202458138248637,True,0.11214647,0.11214647,0.35892581939697266,True
SPATA2,ENSG00000158480,20,49915529,49903391,-,-0.0214,2.8908808,6.480603,1.1076443792133859,True,0.034268644,0.034268644,-0.6746217012405396,False
BCAS1,ENSG00000064787,20,54070594,53936777,-,0.112,0.15735787,4.0798025,0.8920632399506586,True,0.6318549,0.6318549,-0.18452703952789307,False
AL109840.2,ENSG00000285091,20,58981169,58916000,-,0.0098,0.42418823,4.522539,1.272271556659317,True,0.4897194,0.4897194,-0.05050015449523926,False
CTSZ,ENSG00000101160,20,59007254,58995185,-,-0.0341,2.3237326,6.847948,1.6444867226944115,True,0.016563635,0.016563635,-0.701941967010498,False
LAMA5,ENSG00000130702,20,62367312,62307955,-,-0.0502,3.0931242,6.5924654,1.0465700560343625,True,0.0774054,0.0774054,-0.7134511470794678,False
TCFL5,ENSG00000101190,20,62861822,62841005,-,-0.0536,0.61628366,5.4612627,1.1301671833448164,True,0.87822205,0.87822205,-0.0390779972076416,False
DIDO1,ENSG00000101191,20,62937952,62877738,-,-0.0911,4.3085136,6.90171,1.267153050308492,True,0.27264845,0.27264845,-0.08030378818511963,False
GMEB2,ENSG00000101216,20,63627101,63587602,-,-0.0566,2.721475,6.9375467,1.6344320611440082,True,0.031760912,0.031760912,-0.686339259147644,False
UCKL1,ENSG00000198276,20,63956416,63939829,-,-0.2203,5.2775936,7.9476175,2.201193149519153,True,0.01527465,0.01527465,0.21124225854873657,True
SAMD10,ENSG00000130590,20,63980008,63974116,-,-0.1036,2.7315426,6.756956,1.4262380138646567,True,0.269174,0.269174,0.6930375695228577,True
RGS19,ENSG00000171700,20,64079988,64073181,-,-0.2572,5.2129908,6.986008,1.0059662970954808,True,0.039847106,0.039847106,-0.3009531497955322,False
TRIB3,ENSG00000101255,20,397559,362835,+,-0.0257,3.799976,6.780618,1.1496895253793156,True,0.16586684,0.16586684,-3.2578864097595215,False
RBCK1,ENSG00000125826,20,430966,407498,+,-0.1468,4.5485725,7.2174783,1.687006624083251,True,0.0059102136,0.0059102136,-0.1906881332397461,False
PTPRA,ENSG00000132670,20,3039076,2864184,+,-0.1264,4.2138586,7.462318,2.012551742597554,True,0.21363014,0.21363014,0.2340148687362671,True
CDC25B,ENSG00000101224,20,3806121,3786772,+,-0.0265,4.5262046,6.9188576,1.2899528617992095,True,0.014537075,0.014537075,-1.822139024734497,False
MAVS,ENSG00000088888,20,3876123,3846799,+,0.0035,4.023361,7.3493857,1.8757636037992733,True,0.03600636,0.03600636,-0.3000081777572632,False
PRNP,ENSG00000171867,20,4701590,4686350,+,-0.262,4.311233,7.146823,1.5930614593871333,True,0.002327843,0.002327843,-0.363911509513855,False
HCK,ENSG00000101336,20,32101856,32052188,+,-0.1079,2.5467834,7.64043,2.4447515532683135,True,0.31466055,0.31466055,0.6195788085460663,True
TM9SF4,ENSG00000101337,20,32167258,32109714,+,-0.0729,5.2099295,6.886397,0.8821550240571439,True,0.19310579,0.19310579,-1.3764214515686035,False
POFUT1,ENSG00000101346,20,32238658,32207880,+,-0.0688,3.2911866,6.80718,1.3129297299551006,True,0.07652971,0.07652971,-0.1669384241104126,False
EFCAB8,ENSG00000215529,20,32961609,32858923,+,0.059,0.3388556,4.941351,1.631933982441736,True,0.46798107,0.46798107,0.054798424243927,True
CBFA2T2,ENSG00000078699,20,33650036,33490075,+,-0.1009,3.3029208,6.7050776,1.1862688547869216,True,0.15697418,0.15697418,-3.2791848182678223,False
CEP250,ENSG00000126001,20,35519280,35455164,+,-0.0265,4.0406103,6.812383,1.190239890244291,True,0.0876637,0.0876637,-0.5092285871505737,False
MANBAL,ENSG00000101363,20,37317260,37289638,+,-0.094,4.444281,6.84163,1.1872690690956238,True,0.031076808,0.031076808,-4.247551441192627,False
RALGAPB,ENSG00000170471,20,38578859,38472816,+,-0.1,3.1883574,7.144644,1.7315635493676715,True,0.16058107,0.16058107,0.19241589307785034,True
ACTR5,ENSG00000101442,20,38772520,38748460,+,-0.0907,3.8287754,7.284956,1.7935142230170193,True,0.009843442,0.009843442,-0.13778960704803467,False
PPP1R16B,ENSG00000101445,20,38923024,38805697,+,-0.1889,4.2433496,7.1424174,1.5872037952965146,True,0.4246726,0.4246726,0.16875773668289185,True
DHX35,ENSG00000101452,20,39039723,38962299,+,-0.0563,3.3221,7.5145497,2.1904427373654656,True,0.049270146,0.049270146,-1.921266794204712,False
PLCG1,ENSG00000124181,20,41196801,41136960,+,-0.0025,2.3698692,6.444508,1.199264916775202,True,0.10326532,0.10326532,-0.06402003765106201,False
PABPC1L,ENSG00000101104,20,44959035,44910062,+,-0.1115,2.928861,6.823512,1.5029671233822428,True,0.08963116,0.08963116,-0.5173712968826294,False
DNTTIP1,ENSG00000101457,20,45811427,45791954,+,0.0036,4.4784408,6.666454,0.9543503641887401,True,0.052029718,0.052029718,-0.5799745321273804,False
ZSWIM3,ENSG00000132801,20,45879122,45857614,+,-0.0086,1.6998792,6.0560155,0.9681756917058596,True,0.32451978,0.32451978,0.2380884885787964,True
ZSWIM1,ENSG00000168612,20,45885266,45881227,+,-0.1217,3.7497945,7.757791,2.3971233507440486,True,0.0007413378,0.0007413378,-0.17877817153930664,False
PCIF1,ENSG00000100982,20,45948023,45934683,+,-0.1828,5.483775,7.512273,1.6600839522782094,True,0.01620729,0.01620729,-0.8608119487762451,False
