Gene,Accession,Chromosome,End,Start,Strand
ST6GAL1,ENSG00000073849,3,187078553,186930502,+
OPA1,ENSG00000198836,3,193697811,193593144,+
TMEM44-AS1,ENSG00000231770,3,194590260,194584004,+
SPON2,ENSG00000159674,4,1208962,1166932,-
CTBP1,ENSG00000159692,4,1249953,1211448,-
NELFA,ENSG00000185049,4,2041903,1982717,-
LRPAP1,ENSG00000163956,4,3532446,3503612,-
FBXL5,ENSG00000118564,4,15681679,15604381,-
SEL1L3,ENSG00000091490,4,25863760,25747433,-
TMEM156,ENSG00000121895,4,39032922,38966744,-
PDS5A,ENSG00000121892,4,39977956,39822863,-
RBM47,ENSG00000163694,4,40630875,40423267,-
ATP8A1,ENSG00000124406,4,42657105,42408373,-
AASDH,ENSG00000157426,4,56387508,56338287,-
YTHDC1,ENSG00000083896,4,68350089,68310387,-
COX18,ENSG00000163626,4,73069755,73052362,-
G3BP2,ENSG00000138757,4,75724525,75642782,-
CCNI,ENSG00000118816,4,77075989,77047155,-
ANTXR2,ENSG00000163297,4,80125454,79901146,-
SEC31A,ENSG00000138674,4,82901166,82818509,-
HELQ,ENSG00000163312,4,83455855,83407343,-
PPP3CA,ENSG00000138814,4,101348278,101023409,-
UBE2D3,ENSG00000109332,4,102868896,102794383,-
PAPSS1,ENSG00000138801,4,107720234,107590276,-
SEC24D,ENSG00000150961,4,118838683,118722823,-
SLC10A7,ENSG00000120519,4,146521964,146253975,-
FBXW7,ENSG00000109670,4,152536092,152320544,-
TMEM154,ENSG00000170006,4,152680012,152618628,-
CBR4,ENSG00000145439,4,169010275,168863770,-
DCTD,ENSG00000129187,4,182917936,182890060,-
CASP3,ENSG00000164305,4,184649509,184627696,-
UFSP2,ENSG00000109775,4,185425979,185399537,-
ZNF141,ENSG00000131127,4,384868,337814,+
NSD2,ENSG00000109685,4,1982207,1871393,+
RNF4,ENSG00000063978,4,2625320,2462220,+
ADD1,ENSG00000087274,4,2930076,2843857,+
GRK4,ENSG00000125388,4,3040760,2963571,+
HTT,ENSG00000197386,4,3243960,3041422,+
CD38,ENSG00000004468,4,15853232,15778275,+
GBA3,ENSG00000249948,4,22819575,22692914,+
SMIM20,ENSG00000250317,4,25929874,25861830,+
RBPJ,ENSG00000168214,4,26435131,26163455,+
STIM2,ENSG00000109689,4,27025381,26857601,+
KLF3,ENSG00000109787,4,38701517,38664197,+
UBE2K,ENSG00000078140,4,39782792,39698109,+
RHOH,ENSG00000168421,4,40246967,40191053,+
ATP10D,ENSG00000145246,4,47593486,47485275,+
PAICS,ENSG00000128050,4,56464579,56435741,+
SRP72,ENSG00000174780,4,56503681,56467617,+
POLR2B,ENSG00000047315,4,57031158,56977722,+
RUFY3,ENSG00000018189,4,70808619,70704204,+
THAP6,ENSG00000174796,4,75550473,75513946,+
USO1,ENSG00000138768,4,75814286,75724593,+
SEPTIN11,ENSG00000138758,4,77040384,76949703,+
CISD2,ENSG00000145354,4,102892807,102868974,+
MCUB,ENSG00000005059,4,109688719,109560209,+
AC093752.1,ENSG00000245958,4,119552025,119454791,+
KIAA1109,ENSG00000138688,4,122362758,122152333,+
ZNF330,ENSG00000109445,4,141234697,141220887,+
TMEM131L,ENSG00000121210,4,153636711,153466346,+
SPCS3,ENSG00000129128,4,176332245,176319966,+
SNX25,ENSG00000109762,4,185370185,185204237,+
C4orf47,ENSG00000205129,4,185449826,185426249,+
FRG1,ENSG00000109536,4,189963202,189940870,+
AC026412.1,ENSG00000188002,5,1634005,1598920,-
MED10,ENSG00000133398,5,6378571,6371874,-
DAP,ENSG00000112977,5,10761272,10679230,-
ZNF622,ENSG00000173545,5,16465800,16451519,-
MTMR12,ENSG00000150712,5,32312987,32226994,-
ZFR,ENSG00000056097,5,32444740,32354350,-
TTC33,ENSG00000113638,5,40755963,40512333,-
CD180,ENSG00000134061,5,67196799,67179613,-
MRPS27,ENSG00000113048,5,72320646,72219409,-
TBCA,ENSG00000171530,5,77868780,77691166,-
MEF2C,ENSG00000081189,5,88904257,88717117,-
LYSMD3,ENSG00000176018,5,90529584,90515611,-
TTC37,ENSG00000198677,5,95555007,95461755,-
ELL2,ENSG00000118985,5,95961851,95885098,-
PJA2,ENSG00000198961,5,109409974,109334713,-
CEP120,ENSG00000168944,5,123423592,123344885,-
HINT1,ENSG00000169567,5,131171735,131159027,-
CDKN2AIPNL,ENSG00000237190,5,134411881,134402065,-
SAR1B,ENSG00000152700,5,134649271,134601149,-
FAM13B,ENSG00000031003,5,138051961,137937960,-
HSPA9,ENSG00000113013,5,138575416,138553756,-
SIL1,ENSG00000120725,5,139293557,138946724,-
SLC23A1,ENSG00000170482,5,139384553,139367196,-
HARS,ENSG00000170445,5,140691537,140673904,-
NR3C1,ENSG00000113580,5,143435512,143277931,-
CSNK1A1,ENSG00000113712,5,149551471,149492982,-
CD74,ENSG00000019582,5,150412929,150400041,-
RPS14,ENSG00000164587,5,150449739,150442635,-
ANXA6,ENSG00000197043,5,151157785,151100706,-
ADAM19,ENSG00000135074,5,157575775,157395534,-
CLINT1,ENSG00000113282,5,157859175,157785743,-
EBF1,ENSG00000164330,5,159099916,158695916,-
LCP2,ENSG00000043462,5,170297818,170246233,-
STK10,ENSG00000072786,5,172188224,172042079,-
DOK3,ENSG00000146094,5,177511274,177501907,-
NDUFS6,ENSG00000145494,5,1816605,1801400,+
MARCH6,ENSG00000145495,5,10440388,10353695,+
GUSBP1,ENSG00000183666,5,21589372,21341833,+
SUB1,ENSG00000113387,5,32604079,32531633,+
TARS,ENSG00000113407,5,33469539,33440696,+
NIPBL,ENSG00000164190,5,37066413,36876769,+
WDR70,ENSG00000082068,5,37753435,37379285,+
CWC27,ENSG00000153015,5,65018750,64768930,+
NLN,ENSG00000123213,5,65871725,65722205,+
MAST4,ENSG00000069020,5,67169595,66596361,+
BDP1,ENSG00000145734,5,71567820,71455651,+
IQGAP2,ENSG00000145703,5,76708132,76403285,+
TENT2,ENSG00000164329,5,79686648,79612120,+
MSH3,ENSG00000113318,5,80876815,80654652,+
AC117528.1,ENSG00000286577,5,94176029,94111720,+
RHOBTB3,ENSG00000164292,5,95824383,95713522,+
CAST,ENSG00000153113,5,96779595,96525267,+
PPIP5K2,ENSG00000145725,5,103212799,103120149,+
MAN2A1,ENSG00000112893,5,109869625,109689366,+
SLC25A46,ENSG00000164209,5,110765161,110738136,+
WDR36,ENSG00000134987,5,111130502,111091716,+
TNFAIP8,ENSG00000145779,5,119399688,119268692,+
CDC42SE2,ENSG00000158985,5,131398447,131245493,+
HSPA4,ENSG00000170606,5,133106449,133052013,+
UBE2B,ENSG00000119048,5,134392108,134371469,+
TXNDC15,ENSG00000113621,5,134901525,134873803,+
KDM3B,ENSG00000120733,5,138437028,138352685,+
PAIP2,ENSG00000120727,5,139369720,139341587,+
UBE2D2,ENSG00000131508,5,139628434,139526431,+
IK,ENSG00000113141,5,140662480,140647058,+
NDFIP1,ENSG00000131507,5,142154440,142108779,+
FBXO38,ENSG00000145868,5,148442836,148383935,+
LARP1,ENSG00000155506,5,154817605,154712843,+
CNOT8,ENSG00000155508,5,154876793,154857553,+
NPM1,ENSG00000181163,5,171411137,171387116,+
ERGIC1,ENSG00000113719,5,172952683,172834251,+
BNIP1,ENSG00000113734,5,173164387,173144442,+
NSD1,ENSG00000165671,5,177300215,177133025,+
RGS14,ENSG00000169220,5,177372596,177357924,+
B4GALT7,ENSG00000027847,5,177610330,177600132,+
RUFY1,ENSG00000176783,5,179610012,179550554,+
SERPINB9,ENSG00000170542,6,2903309,2887270,-
NEDD9,ENSG00000111859,6,11382348,11183298,-
MCUR1,ENSG00000050393,6,13814568,13786557,-
NUP153,ENSG00000124789,6,17706834,17615035,-
TPMT,ENSG00000137364,6,18155077,18128311,-
C6orf62,ENSG00000112308,6,24719998,24704861,-
RIPOR2,ENSG00000111913,6,25042170,24804282,-
AGPAT1,ENSG00000204310,6,32178096,32168212,-
HLA-DRB5,ENSG00000198502,6,32530287,32517353,-
HLA-DRB6,ENSG00000229391,6,32560022,32552713,-
HLA-DRB1,ENSG00000196126,6,32589848,32578769,-
HLA-DQB1,ENSG00000179344,6,32668383,32659467,-
PSMB8,ENSG00000204264,6,32844679,32840717,-
HLA-DPA1,ENSG00000231389,6,33080775,33064569,-
TAPBP,ENSG00000231925,6,33314387,33299694,-
LEMD2,ENSG00000161904,6,33789130,33771202,-
FKBP5,ENSG00000096060,6,35728583,35573585,-
SRPK1,ENSG00000096063,6,35921342,35832966,-
STK38,ENSG00000112079,6,36547479,36493892,-
CPNE5,ENSG00000124772,6,36839444,36740775,-
MTCH1,ENSG00000137409,6,36986298,36968141,-
MDGA1,ENSG00000112139,6,37699306,37630679,-
GLO1,ENSG00000124767,6,38703145,38675925,-
TREML2,ENSG00000112195,6,41201149,41189749,-
TFEB,ENSG00000112561,6,41736259,41683978,-
CCND3,ENSG00000112576,6,42050357,41934933,-
TRERF1,ENSG00000124496,6,42452051,42224931,-
ELOVL5,ENSG00000012660,6,53349179,53267398,-
LMBRD1,ENSG00000168216,6,69867236,69672757,-
HMGN3,ENSG00000118418,6,79234738,79201245,-
RNGTT,ENSG00000111880,6,88963618,88609897,-
GABRR2,ENSG00000111886,6,89315299,89254464,-
UBE2J1,ENSG00000198833,6,89352722,89326625,-
MDN1,ENSG00000112159,6,89819794,89642498,-
NDUFAF4,ENSG00000123545,6,96897891,96889315,-
PREP,ENSG00000085377,6,105454062,105273220,-
SCML4,ENSG00000146285,6,107824317,107702154,-
SEC63,ENSG00000025796,6,107958208,107867756,-
SESN1,ENSG00000080546,6,109094819,108986437,-
ZBTB24,ENSG00000112365,6,109483237,109462594,-
REV3L,ENSG00000009413,6,111483715,111299028,-
MAN1A1,ENSG00000111885,6,119349761,119177205,-
ECHDC1,ENSG00000093144,6,127343609,127288712,-
HBS1L,ENSG00000112339,6,135103056,134960378,-
AHI1,ENSG00000135541,6,135497765,135283532,-
ADAT2,ENSG00000189007,6,143450695,143422832,-
ZC3H12D,ENSG00000178199,6,149485014,149446795,-
NUP43,ENSG00000120253,6,149749665,149724315,-
SYNE1,ENSG00000131018,6,152637801,152121684,-
TFB1M,ENSG00000029639,6,155314493,155256134,-
TCP1,ENSG00000120438,6,159789703,159778498,-
DUSP22,ENSG00000112679,6,351355,291630,+
IRF4,ENSG00000137265,6,411443,391752,+
NQO2,ENSG00000124588,6,3028869,2987987,+
CD83,ENSG00000112149,6,14136918,14117256,+
CDKAL1,ENSG00000145996,6,21232404,20534457,+
ACOT13,ENSG00000112304,6,24705065,24667035,+
GMNN,ENSG00000112312,6,24786099,24774931,+
HLA-F,ENSG00000204642,6,29738528,29722775,+
HLA-H,ENSG00000206341,6,29890482,29887752,+
HLA-A,ENSG00000206503,6,29945884,29941260,+
HLA-E,ENSG00000204592,6,30494194,30489509,+
ABCF1,ENSG00000204574,6,30597179,30571393,+
TCF19,ENSG00000137310,6,31167159,31158547,+
SKIV2L,ENSG00000204351,6,31969751,31959117,+
PSMB9,ENSG00000240065,6,32859851,32844136,+
BRD2,ENSG00000204256,6,32981505,32968594,+
UHRF1BP1,ENSG00000065060,6,34883138,34792015,+
PPARD,ENSG00000112033,6,35428191,35342558,+
FGD2,ENSG00000146192,6,37029069,37005646,+
RNF8,ENSG00000112130,6,37394734,37353979,+
ZFAND3,ENSG00000156639,6,38154624,37819727,+
CNPY3,ENSG00000137161,6,42939294,42929192,+
POLH,ENSG00000170734,6,43615660,43576150,+
HSP90AB1,ENSG00000096384,6,44253888,44246166,+
CDC5L,ENSG00000096401,6,44450425,44387706,+
ZNF451,ENSG00000112200,6,57170305,57086844,+
SENP6,ENSG00000112701,6,75718281,75601509,+
ZNF292,ENSG00000188994,6,87265943,87152833,+
CASP8AP2,ENSG00000118412,6,89874436,89829894,+
MTRES1,ENSG00000130349,6,107051586,107028199,+
FOXO3,ENSG00000118689,6,108684774,108559835,+
GTF3C6,ENSG00000155115,6,110967890,110958706,+
NCOA7,ENSG00000111912,6,125932034,125781161,+
CCDC170,ENSG00000120262,6,151621193,151494017,+
GTF2H5,ENSG00000272047,6,158199344,158168350,+
ACAT2,ENSG00000120437,6,159779112,159762045,+
TBP,ENSG00000112592,6,170572870,170554302,+
COX19,ENSG00000240230,7,975549,898778,-
C7orf50,ENSG00000146540,7,1138260,996986,-
ZFAND2A,ENSG00000178381,7,1160759,1152071,-
RNF216,ENSG00000011275,7,5781739,5620047,-
EIF2AK1,ENSG00000086232,7,6059175,6022247,-
TRA2A,ENSG00000164548,7,23532041,23504780,-
OSBPL3,ENSG00000070882,7,24981634,24796540,-
SKAP2,ENSG00000005020,7,26995239,26667068,-
LSM5,ENSG00000106355,7,32495283,32485338,-
NT5C3A,ENSG00000122643,7,33062797,33014114,-
ELMO1,ENSG00000155849,7,37449249,36854361,-
COA1,ENSG00000106603,7,43729717,43608456,-
MYO1G,ENSG00000136286,7,44979088,44962662,-
VOPP1,ENSG00000154978,7,55572988,55436056,-
CHCHD2,ENSG00000106153,7,56106476,56101573,-
TBL2,ENSG00000106638,7,73578791,73567537,-
RFC2,ENSG00000049541,7,74254458,74231499,-
STAG3L2,ENSG00000277072,7,74890610,74843754,-
TMEM243,ENSG00000135185,7,87220587,87196160,-
CDK6,ENSG00000105810,7,92836594,92604921,-
PDAP1,ENSG00000106244,7,99408597,99392048,-
PMS2P1,ENSG00000078319,7,100341908,100320992,-
SRPK2,ENSG00000135250,7,105399308,105110704,-
TNPO3,ENSG00000064419,7,129055173,128954180,-
CHCHD3,ENSG00000106554,7,133082090,132784870,-
AKR1B1,ENSG00000085662,7,134459284,134442356,-
CREB3L2,ENSG00000182158,7,138002086,137874979,-
ZC3HAV1,ENSG00000105939,7,139109720,139043515,-
HIPK2,ENSG00000064393,7,139777998,139561570,-
SLC37A3,ENSG00000157800,7,140404433,140293693,-
MKRN1,ENSG00000133606,7,140479536,140453033,-
EZH2,ENSG00000106462,7,148884321,148807383,-
KMT2C,ENSG00000055609,7,152436005,152134922,-
AP5Z1,ENSG00000242802,7,4794397,4775615,+
TSPAN13,ENSG00000106537,7,16784536,16753755,+
KLHL7,ENSG00000122550,7,23177914,23105758,+
CBX3,ENSG00000122565,7,26213607,26201162,+
TAX1BP1,ENSG00000106052,7,27844564,27739331,+
RALA,ENSG00000006451,7,39708120,39623565,+
CDK13,ENSG00000065883,7,40099580,39950121,+
STK17A,ENSG00000164543,7,43650713,43582758,+
OGDH,ENSG00000105953,7,44709066,44606572,+
CCM2,ENSG00000136280,7,45076469,44999475,+
ASL,ENSG00000126522,7,66094697,66075800,+
TYW1,ENSG00000198874,7,67239519,66995173,+
SBDSP1,ENSG00000225648,7,72836701,72829425,+
NCF1B,ENSG00000182487,7,73235945,73220624,+
LIMK1,ENSG00000106683,7,74122525,74082933,+
LAT2,ENSG00000086730,7,74229834,74199652,+
NCF1,ENSG00000158517,7,74789376,74773962,+
GTF2IRD2B,ENSG00000174428,7,75149817,75092573,+
SPDYE5,ENSG00000170092,7,75504304,75493625,+
RHBDD2,ENSG00000005486,7,75888926,75842602,+
DTX2,ENSG00000091073,7,76505995,76461676,+
RSBN1L,ENSG00000187257,7,77783022,77696459,+
CDK14,ENSG00000058091,7,91210590,90466424,+
AKAP9,ENSG00000127914,7,92110673,91940867,+
ANKIB1,ENSG00000001629,7,92401383,92245974,+
RBM48,ENSG00000127993,7,92540481,92528773,+
LAMTOR4,ENSG00000188186,7,100155944,100148907,+
PRKRIP1,ENSG00000128563,7,102426676,102363872,+
ORAI2,ENSG00000160991,7,102456825,102433106,+
PMPCB,ENSG00000105819,7,103329511,103297435,+
PSMC2,ENSG00000161057,7,103369395,103344254,+
AC007384.1,ENSG00000237513,7,105000713,104940943,+
KMT2E,ENSG00000005483,7,105115019,105014190,+
PIK3CG,ENSG00000105851,7,106908980,106865278,+
DLD,ENSG00000091140,7,107931730,107891162,+
DNAJB9,ENSG00000128590,7,108574850,108569867,+
IFRD1,ENSG00000006652,7,112481017,112422968,+
SND1,ENSG00000197157,7,128092609,127652194,+
NRF1,ENSG00000106459,7,129757082,129611720,+
MKLN1,ENSG00000128585,7,131496632,131110096,+
EXOC4,ENSG00000131558,7,134066589,133253073,+
TBXAS1,ENSG00000059377,7,140020325,139777051,+
SSBP1,ENSG00000106028,7,141787922,141738334,+
CASP2,ENSG00000106144,7,143307696,143288215,+
DNAJB6,ENSG00000105993,7,157417439,157335381,+
WDR60,ENSG00000126870,7,158956747,158856558,+
CSGALNACT1,ENSG00000147408,8,19758029,19404161,-
RNF122,ENSG00000133874,8,33567128,33547754,-
SLC20A2,ENSG00000168575,8,42541926,42416475,-
TCEA1,ENSG00000187735,8,54022456,53966552,-
LYPLA1,ENSG00000120992,8,54102017,54046367,-
NSMAF,ENSG00000035681,8,58659853,58583508,-
TOX,ENSG00000198846,8,59119147,58805412,-
NCOA2,ENSG00000140396,8,70403808,70109782,-
TRAM1,ENSG00000067167,8,70608416,70573218,-
RPL7,ENSG00000147604,8,73295789,73290242,-
PIP4P2,ENSG00000155099,8,91040872,90993802,-
NCALD,ENSG00000104490,8,102124907,101686542,-
EIF3E,ENSG00000104408,8,108435333,108201216,-
TAF2,ENSG00000064313,8,119832841,119730774,-
MTSS1,ENSG00000170873,8,124728429,124550790,-
ZFAT,ENSG00000066827,8,134713049,134477788,-
ZNF250,ENSG00000196150,8,144902168,144876497,-
MTMR9,ENSG00000104643,8,11328146,11284816,+
PPP3CC,ENSG00000120910,8,22541142,22440819,+
CHMP7,ENSG00000147457,8,23262000,23243637,+
PTK2B,ENSG00000120899,8,27459391,27311482,+
VDAC3,ENSG00000078668,8,42405937,42391624,+
HOOK3,ENSG00000168172,8,43030535,42896946,+
LYN,ENSG00000254087,8,56014169,55879835,+
CPNE3,ENSG00000085719,8,86561498,86514435,+
PTDSS1,ENSG00000156471,8,96336995,96261902,+
MTDH,ENSG00000147649,8,97730260,97644184,+
POLR2K,ENSG00000147669,8,100154003,100150623,+
PKHD1L1,ENSG00000205038,8,109537207,109362461,+
FAM91A1,ENSG00000176853,8,123815452,123768439,+
NDUFB9,ENSG00000147684,8,124580648,124539101,+
TRIB1,ENSG00000173334,8,125438403,125430358,+
DENND3,ENSG00000105339,8,141195808,141117278,+
CBWD1,ENSG00000172785,9,179147,121038,-
PUM3,ENSG00000080608,9,2844095,2720469,-
AK3,ENSG00000147853,9,4742043,4709556,-
PSIP1,ENSG00000164985,9,15510995,15464066,-
PLAA,ENSG00000137055,9,26947242,26903372,-
SMU1,ENSG00000122692,9,33076674,33041765,-
VCP,ENSG00000165280,9,35072627,35056064,-
AL354718.3,ENSG00000276832,9,41355538,41340823,-
NMRK1,ENSG00000106733,9,75088217,75060573,-
HNRNPK,ENSG00000165119,9,83980616,83968083,-
FANCC,ENSG00000158169,9,95426796,95099054,-
XPA,ENSG00000136936,9,97697357,97674909,-
ALG2,ENSG00000119523,9,99221942,99216425,-
CDC26,ENSG00000176386,9,113275572,113255835,-
FBXW2,ENSG00000119402,9,120793416,120751978,-
PSMD5,ENSG00000095261,9,120842951,120815496,-
PSMB7,ENSG00000136930,9,124415444,124353465,-
PPP6C,ENSG00000119414,9,125189939,125146573,-
HSPA5,ENSG00000044574,9,125241343,125234853,-
ST6GALNAC4,ENSG00000136840,9,127917041,127907886,-
PTGES2,ENSG00000148334,9,128128462,128120693,-
RAPGEF1,ENSG00000107263,9,131740074,131576770,-
MED27,ENSG00000160563,9,132079867,131852928,-
QSOX2,ENSG00000165661,9,136245841,136206333,-
DPH7,ENSG00000148399,9,137578925,137554444,-
DOCK8,ENSG00000107099,9,465259,214854,+
SMARCA2,ENSG00000080503,9,2193624,1980290,+
CDC37L1,ENSG00000106993,9,4708399,4679559,+
RCL1,ENSG00000120158,9,4885917,4792944,+
RIC1,ENSG00000107036,9,5776557,5629025,+
UHRF2,ENSG00000147854,9,6507054,6413151,+
KDM4C,ENSG00000107077,9,7175648,6720863,+
DNAJA1,ENSG00000086061,9,33039907,33025273,+
CHMP5,ENSG00000086065,9,33282070,33264879,+
NFX1,ENSG00000086102,9,33371157,33290512,+
ZCCHC7,ENSG00000147905,9,37358149,37120539,+
SMC5,ENSG00000198887,9,70354873,70258978,+
TLE4,ENSG00000106829,9,79726882,79571773,+
SECISBP2,ENSG00000187742,9,89359663,89318500,+
SYK,ENSG00000165025,9,90898549,90801787,+
NCBP1,ENSG00000136937,9,97673748,97633668,+
SEC61B,ENSG00000106803,9,99230615,99222064,+
SLC44A1,ENSG00000070214,9,105439171,105244622,+
CNTRL,ENSG00000119397,9,121177610,121074863,+
NUP188,ENSG00000095319,9,129007096,128947699,+
USP20,ENSG00000136878,9,129881838,129834698,+
GPR107,ENSG00000148358,9,130140169,130053426,+
GTF3C5,ENSG00000148308,9,133058503,133030675,+
RPL7A,ENSG00000148303,9,133351426,133348218,+
EHMT1,ENSG00000181090,9,137870016,137618992,+
ASMTL,ENSG00000169093,X,1453762,1403139,-
P2RY8,ENSG00000182162,X,1537185,1462581,-
DHRSX,ENSG00000169084,X,2502805,2219506,-
BCOR,ENSG00000183337,X,40177329,40049815,-
SLC9A7,ENSG00000065923,X,46759118,46599251,-
SLC38A5,ENSG00000017483,X,48470260,48458537,-
PIM2,ENSG00000102096,X,48919024,48913182,-
PRICKLE3,ENSG00000012211,X,49186528,49174802,-
SMC1A,ENSG00000072501,X,53422728,53374149,-
HSD17B10,ENSG00000072506,X,53434373,53431258,-
HUWE1,ENSG00000086758,X,53686728,53532096,-
PHF8,ENSG00000172943,X,54048958,53936676,-
ATRX,ENSG00000085224,X,77786233,77504878,-
MAGT1,ENSG00000102158,X,77895593,77826364,-
MORF4L2,ENSG00000123562,X,103688158,103675496,-
TSC22D3,ENSG00000157514,X,107777342,107713221,-
SEPTIN6,ENSG00000125354,X,119693370,119615724,-
C1GALT1C1,ENSG00000171155,X,120630054,120625674,-
THOC2,ENSG00000125676,X,123733056,123600561,-
RAP2C,ENSG00000123728,X,132219480,132203024,-
CD99L2,ENSG00000102181,X,150898816,150766336,-
BCAP31,ENSG00000185825,X,153724565,153700492,-
LINC00106,ENSG00000236871,X,1399402,1396427,+
SAT1,ENSG00000130066,X,23786226,23783173,+
EIF2S3,ENSG00000130741,X,24078810,24054946,+
ZFX,ENSG00000005889,X,24216255,24149173,+
USP9X,ENSG00000124486,X,41236579,41085445,+
ARAF,ENSG00000078061,X,47571920,47561100,+
FTSJ1,ENSG00000068438,X,48486364,48476021,+
MAGED1,ENSG00000179222,X,51902357,51803007,+
TSR2,ENSG00000158526,X,54448032,54440404,+
IGBP1,ENSG00000089289,X,70166324,70133447,+
NONO,ENSG00000147140,X,71301168,71283192,+
PGK1,ENSG00000102144,X,78129295,77910739,+
CSTF2,ENSG00000101811,X,100840932,100820359,+
WDR44,ENSG00000131725,X,118449961,118346073,+
NDUFA1,ENSG00000125356,X,119876662,119871832,+
STAG2,ENSG00000101972,X,124422664,123960212,+
SASH3,ENSG00000122122,X,129795201,129779949,+
SSR4,ENSG00000180879,X,153798499,153793516,+
RPL10,ENSG00000147403,X,154409168,154389955,+
FAM50A,ENSG00000071859,X,154450654,154444141,+
