Gene,Accession,Chromosome,End,Start,Strand
U3,ENSG00000199856,18,7995785,7995570,+
AC006566.1,ENSG00000273368,18,8155070,8154558,+
AP001094.2,ENSG00000265413,18,8405161,8402847,+
COP1P1,ENSG00000266613,18,8414304,8412129,+
RN7SL50P,ENSG00000242985,18,8472128,8471831,+
THEMIS3P,ENSG00000229442,18,8513849,8486997,+
AKR1B1P6,ENSG00000225212,18,8546817,8545635,+
RAB12,ENSG00000206418,18,8639382,8609437,+
MTCL1,ENSG00000168502,18,8832778,8705661,+
AP000864.1,ENSG00000272788,18,8802305,8801656,+
AP001531.1,ENSG00000287719,18,8919414,8913999,+
AP005899.2,ENSG00000286765,18,8974580,8971624,+
RPS4XP19,ENSG00000242058,18,9020764,9020029,+
NDUFV2,ENSG00000178127,18,9134345,9102630,+
AP005263.1,ENSG00000265257,18,9254346,9102736,+
ANKRD12,ENSG00000101745,18,9285985,9136228,+
Y_RNA,ENSG00000207092,18,9250211,9250110,+
AP001033.2,ENSG00000273284,18,9260390,9259388,+
TWSG1,ENSG00000128791,18,9402420,9334767,+
AP001033.3,ENSG00000287509,18,9336242,9335269,+
RALBP1,ENSG00000017797,18,9538114,9475009,+
AP005432.1,ENSG00000266805,18,9509726,9506242,+
AP001381.1,ENSG00000266541,18,9590182,9587386,+
PPP4R1-AS1,ENSG00000263627,18,9619363,9615264,+
LINC02856,ENSG00000285594,18,9648502,9646110,+
RAB31,ENSG00000168461,18,9862551,9708275,+
ZNF415P1,ENSG00000266127,18,9787805,9785108,+
TXNDC2,ENSG00000168454,18,9889275,9885726,+
VAPA,ENSG00000101558,18,9960021,9914002,+
RNA5SP450,ENSG00000223138,18,9924021,9923920,+
AP005271.1,ENSG00000265554,18,10144406,10124588,+
AP005209.2,ENSG00000287065,18,10323565,10297299,+
AP006219.1,ENSG00000266102,18,10378114,10375103,+
AP006219.2,ENSG00000286499,18,10390344,10380423,+
AP006219.3,ENSG00000287563,18,10422360,10406558,+
APCDD1,ENSG00000154856,18,10489949,10454635,+
NAPG,ENSG00000134265,18,10552764,10525905,+
AP001099.1,ENSG00000265728,18,10604798,10594590,+
AP001180.5,ENSG00000266470,18,10632396,10632238,+
PMM2P1,ENSG00000265038,18,10637399,10636670,+
AP001180.1,ENSG00000260779,18,10666887,10661933,+
AP001180.4,ENSG00000264843,18,10709599,10704297,+
KIAA0895LP1,ENSG00000264714,18,10728539,10724619,+
AP005120.1,ENSG00000263952,18,10908783,10893617,+
AP005139.1,ENSG00000263682,18,11328832,11326270,+
LINC01928,ENSG00000267425,18,11465996,11454478,+
LINC01255,ENSG00000267252,18,11523087,11486205,+
AP001017.1,ENSG00000267371,18,11552847,11552366,+
SLC35G4,ENSG00000236396,18,11610612,11609596,+
AP001120.4,ENSG00000267794,18,11618315,11618208,+
AP001120.3,ENSG00000267773,18,11644824,11644336,+
GNAL,ENSG00000141404,18,11885685,11689264,+
ASNSP6,ENSG00000267333,18,11747581,11745626,+
CHMP1B,ENSG00000255112,18,11854444,11851413,+
AP001269.4,ENSG00000273141,18,11909223,11908712,+
AP001269.3,ENSG00000267661,18,11929476,11928838,+
IMPA2,ENSG00000141401,18,12030877,11981025,+
AP002414.5,ENSG00000267722,18,12085267,12081540,+
ANKRD62,ENSG00000181626,18,12129764,12093843,+
RNU6-324P,ENSG00000200827,18,12098532,12098427,+
AP005264.6,ENSG00000279285,18,12200089,12199345,+
AP005264.4,ENSG00000267643,18,12201979,12200779,+
AP005264.5,ENSG00000267733,18,12223539,12201982,+
CCDC58P3,ENSG00000267076,18,12211807,12211378,+
PPIAP56,ENSG00000267663,18,12247055,12246589,+
CIDEA,ENSG00000176194,18,12277595,12254361,+
AP005264.7,ENSG00000280302,18,12282739,12279427,+
AP005264.1,ENSG00000267069,18,12291488,12288308,+
TUBB6,ENSG00000176014,18,12344320,12307669,+
RNU7-129P,ENSG00000251937,18,12400473,12400412,+
PRELID3A,ENSG00000141391,18,12432238,12407896,+
AP001029.1,ENSG00000267108,18,12437635,12432897,+
AP001029.2,ENSG00000267199,18,12448205,12438890,+
AP001029.3,ENSG00000267515,18,12451042,12450447,+
PSMG2,ENSG00000128789,18,12725740,12658043,+
Y_RNA,ENSG00000201466,18,12760818,12760717,+
STK25P1,ENSG00000267570,18,12912023,12911186,+
EIF4A2P1,ENSG00000267336,18,12913906,12912844,+
SEH1L,ENSG00000085415,18,12987536,12947133,+
CEP192,ENSG00000101639,18,13125052,12991362,+
LDLRAD4,ENSG00000168675,18,13652755,13217498,+
C18orf15,ENSG00000279020,18,13242076,13239543,+
MIR5190,ENSG00000266146,18,13460026,13459947,+
AP005131.6,ENSG00000267702,18,13490676,13486462,+
AP005131.7,ENSG00000272746,18,13526688,13526078,+
MIR4526,ENSG00000263527,18,13611200,13611114,+
RNMT,ENSG00000101654,18,13764558,13726660,+
MC5R,ENSG00000176136,18,13827323,13824149,+
AC006557.6,ENSG00000279352,18,14010917,14010054,+
AC006557.5,ENSG00000270469,18,14054761,14053951,+
AC006557.1,ENSG00000267150,18,14091019,14089935,+
AC006557.3,ENSG00000267356,18,14105226,14104542,+
FRG2LP,ENSG00000267704,18,14139272,14137710,+
ANKRD20A5P,ENSG00000186481,18,14252140,14179097,+
RNU6-316P,ENSG00000212329,18,14190806,14190700,+
RHOT1P1,ENSG00000266145,18,14222331,14222008,+
AP005212.4,ENSG00000283294,18,14342505,14225224,+
AP005212.2,ENSG00000274214,18,14254075,14253548,+
CYP4F35P,ENSG00000265787,18,14342524,14337423,+
GRAMD4P7,ENSG00000266242,18,14487501,14485806,+
OR4K7P,ENSG00000265340,18,14571788,14570844,+
OR4K8P,ENSG00000266693,18,14614184,14613137,+
GTF2IP8,ENSG00000276318,18,14706597,14695422,+
ANKRD30B,ENSG00000180777,18,14854038,14728272,+
RNU6-1210P,ENSG00000200645,18,14759294,14759188,+
MIR3156-2,ENSG00000265499,18,14830242,14830166,+
LINC01906,ENSG00000265786,18,14884052,14877611,+
AP005121.1,ENSG00000263618,18,14915628,14903580,+
LINC01443,ENSG00000266554,18,14974215,14946267,+
AP005121.2,ENSG00000263821,18,14979839,14978739,+
AP005242.1,ENSG00000263635,18,15122767,15075445,+
AP005901.6,ENSG00000287723,18,15172007,15165338,+
AP005901.4,ENSG00000266818,18,15271744,15254418,+
GREB1L,ENSG00000141449,18,21525417,21242242,+
AC015878.2,ENSG00000265948,18,21317795,21316878,+
SNRPD1,ENSG00000167088,18,21633524,21612314,+
AC106037.3,ENSG00000265656,18,21682561,21673628,+
MIR320C1,ENSG00000221493,18,21683597,21683510,+
MIB1,ENSG00000101752,18,21870957,21704957,+
Y_RNA,ENSG00000200750,18,21724229,21724119,+
RN7SL233P,ENSG00000242971,18,21794159,21793883,+
SNORA73,ENSG00000199977,18,21817828,21817624,+
RNU6-1038P,ENSG00000252325,18,21879904,21879801,+
LINC01900,ENSG00000265758,18,22051159,21981121,+
AC091043.1,ENSG00000263588,18,22098780,22088060,+
GATA6,ENSG00000141448,18,22202528,22169392,+
AC091588.2,ENSG00000264825,18,22228029,22213778,+
RPS4XP18,ENSG00000239490,18,22587227,22586465,+
RNU6-1032P,ENSG00000206827,18,22647688,22647582,+
RBBP8,ENSG00000101773,18,23026488,22798261,+
MIR4741,ENSG00000284331,18,22933438,22933349,+
RN7SL745P,ENSG00000242182,18,23004862,23004564,+
Y_RNA,ENSG00000223023,18,23024703,23024596,+
CABLES1,ENSG00000134508,18,23260467,23134564,+
RIOK3,ENSG00000101782,18,23486603,23453287,+
Y_RNA,ENSG00000199357,18,23456467,23456371,+
AC026634.1,ENSG00000283084,18,23485197,23485000,+
RMC1,ENSG00000141452,18,23531822,23503470,+
LAMA3,ENSG00000053747,18,23956222,23689443,+
TTC39C,ENSG00000168234,18,24135610,23992773,+
CABYR,ENSG00000154040,18,24161603,24138956,+
RNU6-435P,ENSG00000206766,18,24218404,24218300,+
MIR320C2,ENSG00000212051,18,24321735,24321686,+
AC023983.1,ENSG00000264365,18,24367984,24364787,+
AC023983.2,ENSG00000273321,18,24402714,24402153,+
IMPACT,ENSG00000154059,18,24453531,24426634,+
Y_RNA,ENSG00000199636,18,24429609,24429505,+
AC007922.2,ENSG00000265094,18,24439638,24435364,+
HRH4,ENSG00000134489,18,24479961,24460637,+
AC007922.1,ENSG00000264695,18,24491080,24489375,+
AC007922.4,ENSG00000287611,18,24508133,24500399,+
LINC01915,ENSG00000265485,18,24708542,24534551,+
AC018697.1,ENSG00000266573,18,24986980,24725762,+
AC104961.1,ENSG00000265552,18,25056760,25055600,+
AC105114.2,ENSG00000285595,18,25218241,25196663,+
AC110603.1,ENSG00000264434,18,25302960,25302126,+
RPS24P18,ENSG00000243925,18,26099226,26098839,+
PSMA8,ENSG00000154611,18,26193355,26133852,+
NPM1P2,ENSG00000266227,18,26205904,26204869,+
TAF4B,ENSG00000141384,18,26391685,26225936,+
AC121320.1,ENSG00000266237,18,26267409,26266009,+
AC022069.1,ENSG00000264911,18,26349004,26348347,+
LINC01543,ENSG00000263862,18,26438041,26421139,+
CIAPIN1P,ENSG00000263846,18,26600338,26599408,+
AQP4-AS1,ENSG00000260372,18,27190698,26655737,+
AC012588.1,ENSG00000263677,18,26689668,26685954,+
LINC01908,ENSG00000265374,18,27247188,27225742,+
AC021382.1,ENSG00000264790,18,27346110,27343252,+
AC068408.1,ENSG00000263611,18,27401910,27375310,+
AC068408.2,ENSG00000286465,18,27469673,27454466,+
AC090936.1,ENSG00000286426,18,27795637,27785821,+
AC110015.1,ENSG00000227279,18,27963687,27954519,+
AC090365.1,ENSG00000265994,18,28789580,28638714,+
ARIH2P1,ENSG00000266296,18,28653208,28651732,+
RNU6-408P,ENSG00000251719,18,29048719,29048620,+
AC117569.1,ENSG00000264587,18,29548241,29518259,+
AC117569.2,ENSG00000287803,18,29650440,29629842,+
AC115100.1,ENSG00000286605,18,30414073,30290161,+
MIR302F,ENSG00000283218,18,30298960,30298910,+
AC090506.1,ENSG00000266196,18,30714286,30713275,+
AC090506.2,ENSG00000279734,18,30780424,30780006,+
RNU6-857P,ENSG00000251702,18,30984215,30984106,+
DSCAS,ENSG00000265888,18,31162789,31101583,+
AC012417.1,ENSG00000263698,18,31132494,31131456,+
DSG1,ENSG00000134760,18,31359246,31318160,+
DSG4,ENSG00000175065,18,31414912,31376777,+
Y_RNA,ENSG00000207240,18,31382430,31382317,+
DSG3,ENSG00000134757,18,31478702,31447741,+
DSG2,ENSG00000046604,18,31549008,31498177,+
TTR,ENSG00000118271,18,31599021,31557010,+
AC017100.1,ENSG00000259985,18,31686823,31685655,+
RN7SKP44,ENSG00000200472,18,31719208,31718893,+
LRRC37A7P,ENSG00000265158,18,31726956,31724198,+
AC022960.1,ENSG00000263924,18,31845178,31844388,+
AC022960.3,ENSG00000276486,18,31883728,31883288,+
RNU6-1050P,ENSG00000222320,18,31937639,31937533,+
AC009831.1,ENSG00000263823,18,31944156,31942575,+
PGDP1,ENSG00000265273,18,31963618,31962178,+
AC009831.2,ENSG00000266105,18,31967545,31966960,+
AC009831.4,ENSG00000280380,18,31986087,31982899,+
RNF125,ENSG00000101695,18,32073219,32018825,+
AC011825.3,ENSG00000263917,18,32111779,32018829,+
AC009831.3,ENSG00000274275,18,32031359,32031035,+
RNF138,ENSG00000134758,18,32131561,32091874,+
MEP1B,ENSG00000141434,18,32220404,32185069,+
AC015563.2,ENSG00000264982,18,32290340,32287437,+
AC025887.2,ENSG00000285095,18,32745567,32470288,+
WBP11P1,ENSG00000260389,18,32514634,32511663,+
AC025887.1,ENSG00000263688,18,32582828,32581528,+
AC012123.1,ENSG00000228835,18,32774413,32769795,+
AC012123.2,ENSG00000243355,18,32779286,32779039,+
AC090371.2,ENSG00000263765,18,32938316,32833454,+
AC090371.1,ENSG00000263450,18,32957998,32954075,+
ASXL3,ENSG00000141431,18,33751195,33578219,+
AC104985.1,ENSG00000267746,18,34224761,34222965,+
AC104985.2,ENSG00000278052,18,34226429,34225930,+
DTNA,ENSG00000134769,18,34891844,34493290,+
MAPRE2,ENSG00000166974,18,35143470,34976928,+
AC015967.2,ENSG00000280096,18,35082242,35082009,+
AC015967.1,ENSG00000274400,18,35145417,35144942,+
ZNF397,ENSG00000186812,18,35267133,35241030,+
AC011815.3,ENSG00000279989,18,35257512,35257040,+
AC011815.2,ENSG00000274184,18,35270238,35268218,+
ZNF271P,ENSG00000257267,18,35328390,35290282,+
AC116447.1,ENSG00000274918,18,35317848,35317396,+
GALNT1,ENSG00000141429,18,35711834,35581117,+
MIR3975,ENSG00000283514,18,35591806,35591737,+
AC090220.1,ENSG00000266965,18,35597599,35595901,+
AC090229.1,ENSG00000267397,18,35717978,35716370,+
NRBF2P1,ENSG00000267797,18,35842617,35841759,+
AC091060.1,ENSG00000278986,18,35973916,35972151,+
C18orf21,ENSG00000141428,18,35979286,35972625,+
ELP2,ENSG00000134759,18,36180557,36129444,+
MOCOS,ENSG00000075643,18,36272157,36187497,+
AC023043.4,ENSG00000274849,18,36190272,36189824,+
AC023043.2,ENSG00000267404,18,36274599,36273574,+
FHOD3,ENSG00000134775,18,36780055,36297714,+
KIAA1328,ENSG00000150477,18,37232172,36829106,+
AC015961.2,ENSG00000267707,18,37247506,37243776,+
AC090386.1,ENSG00000267202,18,37276572,37273706,+
AC009899.1,ENSG00000285940,18,37762131,37565281,+
MIR4318,ENSG00000266530,18,37657215,37657135,+
RPL12P40,ENSG00000243516,18,37673176,37672689,+
AC108452.1,ENSG00000286716,18,37992413,37960220,+
RNU6-706P,ENSG00000253038,18,39034110,39034007,+
AC011139.1,ENSG00000283458,18,39328008,39314240,+
AC099845.1,ENSG00000286559,18,39665494,39655645,+
MIR5583-1,ENSG00000266148,18,39676779,39676721,+
LINC01902,ENSG00000283503,18,39896298,39841709,+
LINC01477,ENSG00000261715,18,40099233,40066286,+
AC068688.1,ENSG00000286844,18,40247367,40245879,+
AC079052.1,ENSG00000286328,18,41507550,41341319,+
AC011225.1,ENSG00000225253,18,41819421,41819053,+
PIK3C3,ENSG00000078142,18,42087830,41955234,+
AC087683.2,ENSG00000276174,18,42053030,42052705,+
AC087683.1,ENSG00000267088,18,42089752,42089312,+
LINC00907,ENSG00000267586,18,42691422,42159283,+
RNA5SP454,ENSG00000253040,18,42270715,42270589,+
AC100779.1,ENSG00000287209,18,43129039,43115747,+
AC022743.1,ENSG00000278933,18,43499836,43499173,+
AC083760.1,ENSG00000267716,18,44040140,44039471,+
RNA5SP455,ENSG00000202060,18,44071701,44071583,+
AC110014.1,ENSG00000285550,18,44342315,44214971,+
MLECP1,ENSG00000277899,18,44523074,44522366,+
SETBP1,ENSG00000152217,18,45068510,44680173,+
AC021766.1,ENSG00000280365,18,44733315,44732575,+
AC105074.1,ENSG00000279319,18,44989203,44986109,+
SLC14A2,ENSG00000132874,18,45683686,45212995,+
AC021517.1,ENSG00000266988,18,45529855,45483343,+
AC091151.1,ENSG00000267354,18,45550183,45507202,+
AC023421.1,ENSG00000266968,18,45647937,45646153,+
SLC14A1,ENSG00000141469,18,45752520,45687025,+
AC087685.1,ENSG00000267558,18,45788670,45788530,+
SIGLEC15,ENSG00000197046,18,45844094,45825675,+
AC012569.1,ENSG00000267293,18,46029829,46028306,+
HAUS1,ENSG00000152240,18,46128333,46104378,+
C18orf25,ENSG00000152242,18,46266992,46173553,+
RNF165,ENSG00000141622,18,46463140,46326809,+
AC015959.1,ENSG00000279829,18,46387083,46385707,+
AC090311.1,ENSG00000240983,18,46723223,46722975,+
AC090241.2,ENSG00000270112,18,46802449,46756487,+
KATNAL2,ENSG00000167216,18,47102243,46917492,+
AC012254.5,ENSG00000280212,18,47076594,47076117,+
AC012254.3,ENSG00000267724,18,47108062,47105946,+
AC012254.4,ENSG00000267800,18,47137290,47137018,+
AC051635.1,ENSG00000287673,18,47282939,47263935,+
MIR4527HG,ENSG00000267761,18,47594550,47285725,+
MIR4527,ENSG00000266582,18,47380565,47380496,+
AC102797.1,ENSG00000261307,18,47558383,47501172,+
AC102797.2,ENSG00000279367,18,47503106,47501172,+
TPMTP1,ENSG00000267156,18,47630848,47630112,+
AC026898.1,ENSG00000267187,18,47703745,47703175,+
AC120349.3,ENSG00000279707,18,47867367,47866839,+
AC120349.1,ENSG00000269365,18,47882444,47878295,+
AC105101.2,ENSG00000286583,18,48184725,48162039,+
C18orf12,ENSG00000280197,18,48252837,48252301,+
POLR3GP2,ENSG00000266984,18,48479228,48478561,+
CTIF,ENSG00000134030,18,48863217,48539031,+
AC048380.2,ENSG00000278983,18,48568342,48564795,+
MIR4743,ENSG00000266276,18,48670668,48670600,+
AC022919.1,ENSG00000279250,18,48756318,48755693,+
AC016866.3,ENSG00000280335,18,49013819,49013106,+
AC016866.1,ENSG00000264269,18,49048474,49023703,+
AC016866.2,ENSG00000265128,18,49126479,49116301,+
AC044840.1,ENSG00000266696,18,49208781,49205912,+
AC100778.4,ENSG00000287518,18,49451827,49447464,+
PRR13P4,ENSG00000264971,18,49470223,49469803,+
AC100778.3,ENSG00000265496,18,49491878,49487339,+
MIR1539,ENSG00000284239,18,49487422,49487373,+
LINC02837,ENSG00000264464,18,49501860,49499390,+
LIPG,ENSG00000101670,18,49599185,49560699,+
SMUG1P1,ENSG00000267444,18,49651160,49650350,+
SNHG22,ENSG00000267322,18,49851059,49814023,+
SCARNA17,ENSG00000251992,18,49814276,49814133,+
AC090227.1,ENSG00000252139,18,49814443,49814361,+
ADAD1P2,ENSG00000267511,18,50064440,50063795,+
AC105224.1,ENSG00000267591,18,50099162,50098742,+
AC105227.1,ENSG00000267695,18,50313595,50302190,+
AC105227.2,ENSG00000274930,18,50319024,50318420,+
RNA5SP458,ENSG00000251997,18,50319120,50319002,+
SKA1,ENSG00000154839,18,50394168,50375040,+
RPLP0P11,ENSG00000239780,18,50458795,50457887,+
MAPK4,ENSG00000141639,18,50731826,50560087,+
AC012433.1,ENSG00000267713,18,50670215,50669510,+
HNRNPA3P16,ENSG00000267233,18,50815730,50814392,+
RPL17P46,ENSG00000239689,18,50824120,50823577,+
ME2,ENSG00000082212,18,50954257,50879080,+
ELAC1,ENSG00000141642,18,50988121,50967991,+
AC091551.1,ENSG00000267699,18,51058144,50968019,+
SMAD4,ENSG00000141646,18,51085045,51028394,+
LINC01630,ENSG00000227115,18,51643939,51346249,+
AC109315.1,ENSG00000266003,18,51434783,51433437,+
AC016383.3,ENSG00000286283,18,52223688,52223078,+
AC016383.2,ENSG00000285695,18,52309224,52283909,+
DCC,ENSG00000187323,18,53535903,52340197,+
AC011155.1,ENSG00000280098,18,52409257,52409042,+
MIR4528,ENSG00000263872,18,53237190,53237101,+
LINC01919,ENSG00000263438,18,53629990,53568439,+
AC090666.1,ENSG00000264296,18,54142577,54142133,+
POLI,ENSG00000101751,18,54321266,54269404,+
C18orf54,ENSG00000166845,18,54385218,54357906,+
AC090897.2,ENSG00000283613,18,54424632,54412763,+
AC090897.1,ENSG00000264564,18,54525563,54525434,+
AC091135.1,ENSG00000267428,18,54567303,54563082,+
AC091135.2,ENSG00000288484,18,54578619,54578541,+
DYNAP,ENSG00000178690,18,54599493,54587757,+
RAB27B,ENSG00000041353,18,54895516,54717860,+
RPSAP57,ENSG00000267524,18,54745581,54744750,+
AC007673.1,ENSG00000267311,18,54880809,54879457,+
MAP1LC3P,ENSG00000267647,18,54954732,54954403,+
TCF4-AS1,ENSG00000267028,18,55482940,55452533,+
MIR4529,ENSG00000264571,18,55479298,55479221,+
TCF4-AS2,ENSG00000267402,18,55496392,55492175,+
AC022031.2,ENSG00000267284,18,55839184,55589904,+
RPL21P126,ENSG00000242320,18,55636310,55635833,+
AC022031.1,ENSG00000267172,18,55819759,55817167,+
AC027584.1,ENSG00000287944,18,55866550,55863960,+
AC009271.1,ENSG00000267327,18,56026082,55893038,+
AC009271.2,ENSG00000287248,18,56029186,56026388,+
LINC01905,ENSG00000267057,18,56135295,56031830,+
AC006305.3,ENSG00000267732,18,56150102,56137573,+
WDR7,ENSG00000091157,18,57036606,56651343,+
U3,ENSG00000212539,18,56957469,56957270,+
WDR7-OT1,ENSG00000267225,18,57038845,57027832,+
AC012301.2,ENSG00000286777,18,57047692,57046406,+
BOD1L2,ENSG00000228075,18,57150410,57147087,+
ST8SIA3,ENSG00000177511,18,57371731,57352557,+
AC090340.1,ENSG00000277837,18,57432112,57427133,+
ONECUT2,ENSG00000119547,18,57491298,57435374,+
AC027097.1,ENSG00000267040,18,57669296,57630302,+
AC027097.2,ENSG00000267787,18,57738603,57639455,+
RNU6-742P,ENSG00000202159,18,57755500,57755394,+
RSL24D1P11,ENSG00000231544,18,57838966,57838476,+
NEDD4L,ENSG00000049759,18,58401540,58044226,+
AC090236.2,ENSG00000267504,18,58372666,58371566,+
AC105105.2,ENSG00000267675,18,58417628,58416765,+
MIR122HG,ENSG00000267391,18,58453766,58445788,+
MIR122,ENSG00000284440,18,58451158,58451074,+
AC105105.4,ENSG00000276403,18,58477484,58476191,+
AC105105.1,ENSG00000267257,18,58538552,58535415,+
AC104971.2,ENSG00000267579,18,58566677,58557070,+
SNORA108,ENSG00000252284,18,58600698,58600631,+
RPL9P31,ENSG00000239659,18,58632120,58631259,+
AC104971.3,ENSG00000275418,18,58660524,58659858,+
MALT1,ENSG00000172175,18,58754477,58671465,+
MRPL37P1,ENSG00000266946,18,58692153,58690356,+
RNU6-219P,ENSG00000201598,18,58805374,58805268,+
LINC01926,ENSG00000267593,18,58834364,58808468,+
ZNF532,ENSG00000074657,18,58986480,58862600,+
OACYLP,ENSG00000224367,18,59069338,58996734,+
AC040963.1,ENSG00000267215,18,59085920,59081911,+
SEC11C,ENSG00000166562,18,59158832,59139866,+
GRP,ENSG00000134443,18,59230774,59220158,+
AC016229.2,ENSG00000267677,18,59386749,59360700,+
AC016229.1,ENSG00000267000,18,59465682,59459072,+
AC090213.1,ENSG00000267061,18,59568615,59563709,+
AC010776.1,ENSG00000267269,18,59688400,59685820,+
AC010776.2,ENSG00000267774,18,59698111,59696459,+
AC010776.3,ENSG00000273664,18,59700946,59700523,+
RPS26P54,ENSG00000224161,18,59761905,59761558,+
GLUD1P4,ENSG00000267486,18,59778989,59778572,+
AC098847.1,ENSG00000267669,18,59825261,59821040,+
PMAIP1,ENSG00000141682,18,59904306,59899948,+
AC107990.1,ENSG00000267066,18,59930330,59929226,+
NFE2L3P1,ENSG00000267497,18,59971396,59969438,+
RN7SL342P,ENSG00000239398,18,59973207,59972914,+
AC090377.1,ENSG00000267462,18,60014258,60010281,+
RNU6-567P,ENSG00000252555,18,60018731,60018625,+
AC090771.2,ENSG00000267686,18,60161195,60125033,+
RPS3AP49,ENSG00000242060,18,60150365,60149576,+
RNU4-17P,ENSG00000202468,18,60163707,60163567,+
AC090771.1,ENSG00000267620,18,60198172,60196555,+
AC090621.1,ENSG00000267401,18,60301317,60294136,+
AC091576.1,ENSG00000285681,18,60540205,60329190,+
MRPS5P4,ENSG00000266915,18,60520165,60519841,+
AC010928.1,ENSG00000267382,18,60654623,60611773,+
CTBP2P3,ENSG00000267153,18,60664369,60663115,+
CDH20,ENSG00000101542,18,61555779,61333430,+
RNU6-116P,ENSG00000206769,18,61391703,61391595,+
AC105094.1,ENSG00000267038,18,61682695,61681653,+
LINC01544,ENSG00000260440,18,61758464,61748082,+
RELCH,ENSG00000134444,18,62310217,62187255,+
AC027514.1,ENSG00000266900,18,62247412,62245810,+
TNFRSF11A,ENSG00000141655,18,62391288,62325287,+
Y_RNA,ENSG00000199867,18,62330913,62330812,+
RPL17P44,ENSG00000241088,18,62416227,62415678,+
AC100843.2,ENSG00000267487,18,62418576,62418318,+
ACTBP9,ENSG00000266920,18,62443126,62442028,+
ZCCHC2,ENSG00000141664,18,62587709,62523025,+
AC064801.2,ENSG00000279236,18,62552505,62551203,+
PHLPP1,ENSG00000081913,18,62980433,62715541,+
AC022726.2,ENSG00000283125,18,63208168,63207622,+
AC036176.1,ENSG00000267390,18,63381629,63367328,+
SERPINB5,ENSG00000206075,18,63505085,63476958,+
AC036176.3,ENSG00000269989,18,63486018,63485601,+
ATP5MC1P6,ENSG00000214318,18,63497400,63496989,+
SERPINB12,ENSG00000166634,18,63567011,63556160,+
SERPINB13,ENSG00000197641,18,63604639,63586989,+
SERPINB11,ENSG00000206072,18,63726432,63647579,+
SERPINB7,ENSG00000166396,18,63805376,63752935,+
SERPINB2,ENSG00000197632,18,63903888,63871692,+
SERPINB10,ENSG00000242550,18,63936111,63897174,+
HMSD,ENSG00000221887,18,63981774,63949301,+
SERPINB8,ENSG00000166401,18,64019779,63970029,+
LINC01924,ENSG00000267134,18,64423601,64041555,+
RPL12P39,ENSG00000237314,18,64072653,64072158,+
AC007631.1,ENSG00000264131,18,65187018,65186159,+
LINC01916,ENSG00000264232,18,65448167,65423958,+
AC090358.1,ENSG00000265217,18,65652053,65606079,+
CDH7,ENSG00000081138,18,65890337,65750252,+
AC023394.2,ENSG00000263720,18,65866397,65865262,+
RNU6-1037P,ENSG00000238680,18,66946222,66946116,+
MIR5011,ENSG00000263354,18,67081686,67081584,+
AC091042.1,ENSG00000265936,18,67375305,67375133,+
AC110597.3,ENSG00000263424,18,67514030,67506589,+
AC114689.3,ENSG00000265533,18,67899619,67516546,+
AC100844.1,ENSG00000264634,18,67956426,67940949,+
AC068112.1,ENSG00000264869,18,68114878,68102087,+
AC005909.1,ENSG00000265425,18,68436918,68427030,+
AKR1B10P2,ENSG00000263355,18,68456877,68455951,+
AC067819.1,ENSG00000264697,18,68528123,68527970,+
CCDC102B,ENSG00000150636,18,69055189,68715209,+
AC040896.1,ENSG00000276092,18,68721560,68721082,+
RNU6-39P,ENSG00000207072,18,68859040,68858934,+
SDHCP1,ENSG00000264444,18,68867028,68866517,+
AC096708.3,ENSG00000273584,18,68908599,68908048,+
AC090337.1,ENSG00000264705,18,69214350,69212277,+
DOK6,ENSG00000206052,18,69849087,69400888,+
AC119868.1,ENSG00000264845,18,69471736,69469517,+
AC068254.2,ENSG00000279221,18,69663413,69659837,+
AC021701.1,ENSG00000287646,18,70208781,70205774,+
SOCS6,ENSG00000170677,18,70330199,70289045,+
LINC01909,ENSG00000266258,18,70352459,70335439,+
LARP7P3,ENSG00000265698,18,70412391,70412055,+
RPS2P6,ENSG00000214255,18,70431125,70430231,+
AC091305.1,ENSG00000278971,18,70491205,70489630,+
RN7SL795P,ENSG00000239748,18,70513008,70512727,+
AC090415.1,ENSG00000265639,18,71033056,71028770,+
AC091691.3,ENSG00000287693,18,71208366,71137829,+
AC091691.1,ENSG00000263733,18,71226721,71225704,+
AC090312.1,ENSG00000264388,18,71588884,71588537,+
AC090312.2,ENSG00000265946,18,71665525,71665148,+
AC027458.1,ENSG00000260457,18,71870788,71837039,+
AC069114.2,ENSG00000271313,18,71932796,71932493,+
HNRNPA1P11,ENSG00000264315,18,72619222,72618267,+
RNA5SP460,ENSG00000252598,18,72752051,72751952,+
AC091138.1,ENSG00000263958,18,72881399,72868388,+
LINC02582,ENSG00000261780,18,73349879,73324941,+
RN7SL401P,ENSG00000241866,18,73745232,73744935,+
AC090125.2,ENSG00000287314,18,73957974,73947880,+
TIMM21,ENSG00000075336,18,74160531,74148523,+
RN7SL551P,ENSG00000243856,18,74227803,74227506,+
AC090398.2,ENSG00000286529,18,74298662,74293217,+
C18orf63,ENSG00000206043,18,74359189,74315839,+
LINC01922,ENSG00000259779,18,74413209,74409415,+
CNDP2,ENSG00000133313,18,74523454,74495816,+
AC009704.2,ENSG00000276934,18,74505248,74504766,+
CNDP1,ENSG00000150656,18,74587212,74534500,+
ZNF407,ENSG00000215421,18,75065671,74597870,+
AC015819.1,ENSG00000273669,18,75074205,75073543,+
AC015819.4,ENSG00000283452,18,75086514,75086368,+
